siec,unit,country,year,value
Oil and petroleum products (excluding biofuel portion),Percentage,Sweden,2020,118.053
Oil and petroleum products (excluding biofuel portion),Percentage,Sweden,2021,72.424
Oil and petroleum products (excluding biofuel portion),Percentage,Sweden,2022,104.425
Oil and petroleum products (excluding biofuel portion),Percentage,Sweden,2023,99.636
Oil and petroleum products (excluding biofuel portion),Percentage,Slovenia,2000,101.542
Oil and petroleum products (excluding biofuel portion),Percentage,Slovenia,2001,97.925
Oil and petroleum products (excluding biofuel portion),Percentage,Slovenia,2002,100.672
Oil and petroleum products (excluding biofuel portion),Percentage,Slovenia,2003,101.333
Oil and petroleum products (excluding biofuel portion),Percentage,Slovenia,2004,101.377
Oil and petroleum products (excluding biofuel portion),Percentage,Slovenia,2005,101.248
Oil and petroleum products (excluding biofuel portion),Percentage,Slovenia,2006,97.81
Oil and petroleum products (excluding biofuel portion),Percentage,Slovenia,2007,98.86
Oil and petroleum products (excluding biofuel portion),Percentage,Slovenia,2008,101.68
Oil and petroleum products (excluding biofuel portion),Percentage,Slovenia,2009,100.295
Oil and petroleum products (excluding biofuel portion),Percentage,Slovenia,2010,99.163
Oil and petroleum products (excluding biofuel portion),Percentage,Slovenia,2011,99.703
Oil and petroleum products (excluding biofuel portion),Percentage,Slovenia,2012,104.251
Oil and petroleum products (excluding biofuel portion),Percentage,Slovenia,2013,97.257
Oil and petroleum products (excluding biofuel portion),Percentage,Slovenia,2014,97.686
Oil and petroleum products (excluding biofuel portion),Percentage,Slovenia,2015,99.614
Oil and petroleum products (excluding biofuel portion),Percentage,Slovenia,2016,100.296
Oil and petroleum products (excluding biofuel portion),Percentage,Slovenia,2017,103.178
Oil and petroleum products (excluding biofuel portion),Percentage,Slovenia,2018,99.24
Oil and petroleum products (excluding biofuel portion),Percentage,Slovenia,2019,101.441
Oil and petroleum products (excluding biofuel portion),Percentage,Slovenia,2020,99.47
Oil and petroleum products (excluding biofuel portion),Percentage,Slovenia,2021,99.554
Oil and petroleum products (excluding biofuel portion),Percentage,Slovenia,2022,98.427
Oil and petroleum products (excluding biofuel portion),Percentage,Slovenia,2023,98.872
Oil and petroleum products (excluding biofuel portion),Percentage,Slovakia,2000,92.483
Oil and petroleum products (excluding biofuel portion),Percentage,Slovakia,2001,97.472
Oil and petroleum products (excluding biofuel portion),Percentage,Slovakia,2002,97.417
Oil and petroleum products (excluding biofuel portion),Percentage,Slovakia,2003,101.002
Oil and petroleum products (excluding biofuel portion),Percentage,Slovakia,2004,103.644
Oil and petroleum products (excluding biofuel portion),Percentage,Slovakia,2005,97.36
Oil and petroleum products (excluding biofuel portion),Percentage,Slovakia,2006,104.403
Oil and petroleum products (excluding biofuel portion),Percentage,Slovakia,2007,100.98
Oil and petroleum products (excluding biofuel portion),Percentage,Slovakia,2008,100.988
Oil and petroleum products (excluding biofuel portion),Percentage,Slovakia,2009,97.911
Oil and petroleum products (excluding biofuel portion),Percentage,Slovakia,2010,98.433
Oil and petroleum products (excluding biofuel portion),Percentage,Slovakia,2011,100.898
Oil and petroleum products (excluding biofuel portion),Percentage,Slovakia,2012,99.435
Oil and petroleum products (excluding biofuel portion),Percentage,Slovakia,2013,100.996
Oil and petroleum products (excluding biofuel portion),Percentage,Slovakia,2014,102.547
Oil and petroleum products (excluding biofuel portion),Percentage,Slovakia,2015,100.607
Oil and petroleum products (excluding biofuel portion),Percentage,Slovakia,2016,102.026
Oil and petroleum products (excluding biofuel portion),Percentage,Slovakia,2017,97.54
Oil and petroleum products (excluding biofuel portion),Percentage,Slovakia,2018,101.251
Oil and petroleum products (excluding biofuel portion),Percentage,Slovakia,2019,101.264
Oil and petroleum products (excluding biofuel portion),Percentage,Slovakia,2020,101.986
Oil and petroleum products (excluding biofuel portion),Percentage,Slovakia,2021,98.265
Oil and petroleum products (excluding biofuel portion),Percentage,Slovakia,2022,102.983
Oil and petroleum products (excluding biofuel portion),Percentage,Slovakia,2023,105.198
Oil and petroleum products (excluding biofuel portion),Percentage,Türkiye,2000,93.42
Oil and petroleum products (excluding biofuel portion),Percentage,Türkiye,2001,91.95
Oil and petroleum products (excluding biofuel portion),Percentage,Türkiye,2002,91.384
Oil and petroleum products (excluding biofuel portion),Percentage,Türkiye,2003,93.171
Oil and petroleum products (excluding biofuel portion),Percentage,Türkiye,2004,93.072
Oil and petroleum products (excluding biofuel portion),Percentage,Türkiye,2005,90.9
Oil and petroleum products (excluding biofuel portion),Percentage,Türkiye,2006,94.048
Oil and petroleum products (excluding biofuel portion),Percentage,Türkiye,2007,96.48
Oil and petroleum products (excluding biofuel portion),Percentage,Türkiye,2008,93.459
Oil and petroleum products (excluding biofuel portion),Percentage,Türkiye,2009,90.999
Oil and petroleum products (excluding biofuel portion),Percentage,Türkiye,2010,92.581
Oil and petroleum products (excluding biofuel portion),Percentage,Türkiye,2011,91.454
Oil and petroleum products (excluding biofuel portion),Percentage,Türkiye,2012,95.648
Oil and petroleum products (excluding biofuel portion),Percentage,Türkiye,2013,93.079
Oil and petroleum products (excluding biofuel portion),Percentage,Türkiye,2014,93.104
Oil and petroleum products (excluding biofuel portion),Percentage,Türkiye,2015,97.636
Oil and petroleum products (excluding biofuel portion),Percentage,Türkiye,2016,95.462
Oil and petroleum products (excluding biofuel portion),Percentage,Türkiye,2017,95.672
Oil and petroleum products (excluding biofuel portion),Percentage,Türkiye,2018,94.919
Oil and petroleum products (excluding biofuel portion),Percentage,Türkiye,2019,93.652
Oil and petroleum products (excluding biofuel portion),Percentage,Türkiye,2020,91.796
Oil and petroleum products (excluding biofuel portion),Percentage,Türkiye,2021,93.14
Oil and petroleum products (excluding biofuel portion),Percentage,Türkiye,2022,92.875
Oil and petroleum products (excluding biofuel portion),Percentage,United Kingdom,2000,-54.38
Oil and petroleum products (excluding biofuel portion),Percentage,United Kingdom,2001,-43.822
Oil and petroleum products (excluding biofuel portion),Percentage,United Kingdom,2002,-47.948
Oil and petroleum products (excluding biofuel portion),Percentage,United Kingdom,2003,-33.389
Oil and petroleum products (excluding biofuel portion),Percentage,United Kingdom,2004,-16.898
Oil and petroleum products (excluding biofuel portion),Percentage,United Kingdom,2005,-3.113
Oil and petroleum products (excluding biofuel portion),Percentage,United Kingdom,2006,8.659
Oil and petroleum products (excluding biofuel portion),Percentage,United Kingdom,2007,2.106
Oil and petroleum products (excluding biofuel portion),Percentage,United Kingdom,2008,9.102
Oil and petroleum products (excluding biofuel portion),Percentage,United Kingdom,2009,7.716
Oil and petroleum products (excluding biofuel portion),Percentage,United Kingdom,2010,14.078
Oil and petroleum products (excluding biofuel portion),Percentage,United Kingdom,2011,26.808
Oil and petroleum products (excluding biofuel portion),Percentage,United Kingdom,2012,36.673
Oil and petroleum products (excluding biofuel portion),Percentage,United Kingdom,2013,39.547
Oil and petroleum products (excluding biofuel portion),Percentage,United Kingdom,2014,42.188
Oil and petroleum products (excluding biofuel portion),Percentage,United Kingdom,2015,36.712
Oil and petroleum products (excluding biofuel portion),Percentage,United Kingdom,2016,34.146
Oil and petroleum products (excluding biofuel portion),Percentage,United Kingdom,2017,35.647
Oil and petroleum products (excluding biofuel portion),Percentage,United Kingdom,2018,28.721
Oil and petroleum products (excluding biofuel portion),Percentage,United Kingdom,2019,27.824
Oil and petroleum products (excluding biofuel portion),Percentage,Kosovo*,2000,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Kosovo*,2001,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Kosovo*,2002,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Kosovo*,2003,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Kosovo*,2004,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Kosovo*,2005,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Kosovo*,2006,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Kosovo*,2007,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Kosovo*,2008,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Kosovo*,2009,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Kosovo*,2010,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Kosovo*,2011,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Kosovo*,2012,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Kosovo*,2013,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Kosovo*,2014,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Kosovo*,2015,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Kosovo*,2016,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Kosovo*,2017,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Kosovo*,2018,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Kosovo*,2019,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Kosovo*,2020,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Kosovo*,2021,100.0
Oil and petroleum products (excluding biofuel portion),Percentage,Kosovo*,2022,100.0
Total,Percentage,Albania,2000,45.781
Total,Percentage,Albania,2001,52.21
Total,Percentage,Albania,2002,53.36
Total,Percentage,Albania,2003,50.757
Total,Percentage,Albania,2004,47.764
Total,Percentage,Albania,2005,49.71
Total,Percentage,Albania,2006,40.387
Total,Percentage,Albania,2007,49.179
Total,Percentage,Albania,2008,49.78
Total,Percentage,Albania,2009,46.388
Total,Percentage,Albania,2010,28.897
Total,Percentage,Albania,2011,35.658
Total,Percentage,Albania,2012,15.626
Total,Percentage,Albania,2013,25.3
Total,Percentage,Albania,2014,28.716
Total,Percentage,Albania,2015,12.593
Total,Percentage,Albania,2016,20.128
Total,Percentage,Albania,2017,38.126
Total,Percentage,Albania,2018,20.967
Total,Percentage,Albania,2019,31.546
Total,Percentage,Albania,2020,35.822
Total,Percentage,Albania,2021,23.765
Total,Percentage,Albania,2022,31.467
Total,Percentage,Austria,2000,65.543
Total,Percentage,Austria,2001,65.044
Total,Percentage,Austria,2002,68.022
Total,Percentage,Austria,2003,70.993
Total,Percentage,Austria,2004,71.451
Total,Percentage,Austria,2005,71.76
Total,Percentage,Austria,2006,72.248
Total,Percentage,Austria,2007,68.475
Total,Percentage,Austria,2008,68.738
Total,Percentage,Austria,2009,65.122
Total,Percentage,Austria,2010,62.782
Total,Percentage,Austria,2011,69.981
Total,Percentage,Austria,2012,63.785
Total,Percentage,Austria,2013,61.26
Total,Percentage,Austria,2014,65.625
Total,Percentage,Austria,2015,60.379
Total,Percentage,Austria,2016,62.102
Total,Percentage,Austria,2017,63.93
Total,Percentage,Austria,2018,64.223
Total,Percentage,Austria,2019,71.601
Total,Percentage,Austria,2020,58.42
Total,Percentage,Austria,2021,51.831
Total,Percentage,Austria,2022,74.207
Total,Percentage,Austria,2023,61.054
Total,Percentage,Bosnia and Herzegovina,2014,28.209
Total,Percentage,Bosnia and Herzegovina,2015,33.693
Total,Percentage,Bosnia and Herzegovina,2016,31.518
Total,Percentage,Bosnia and Herzegovina,2017,34.031
Total,Percentage,Bosnia and Herzegovina,2018,24.263
Total,Percentage,Bosnia and Herzegovina,2019,27.377
Total,Percentage,Bosnia and Herzegovina,2020,25.398
Total,Percentage,Bosnia and Herzegovina,2021,27.151
Total,Percentage,Bosnia and Herzegovina,2022,26.281
Total,Percentage,Belgium,2000,78.164
Total,Percentage,Belgium,2001,80.693
Total,Percentage,Belgium,2002,77.667
Total,Percentage,Belgium,2003,79.704
Total,Percentage,Belgium,2004,79.774
Total,Percentage,Belgium,2005,79.912
Total,Percentage,Belgium,2006,79.486
Total,Percentage,Belgium,2007,76.882
Total,Percentage,Belgium,2008,80.846
Total,Percentage,Belgium,2009,75.921
Total,Percentage,Belgium,2010,78.656
Total,Percentage,Belgium,2011,76.588
Total,Percentage,Belgium,2012,76.673
Total,Percentage,Belgium,2013,77.858
Total,Percentage,Belgium,2014,80.19
Total,Percentage,Belgium,2015,84.227
Total,Percentage,Belgium,2016,75.982
Total,Percentage,Belgium,2017,75.318
Total,Percentage,Belgium,2018,83.044
Total,Percentage,Belgium,2019,77.668
Total,Percentage,Belgium,2020,78.131
Total,Percentage,Belgium,2021,70.903
Total,Percentage,Belgium,2022,74.029
Total,Percentage,Belgium,2023,76.097
Total,Percentage,Bulgaria,2000,46.409
Total,Percentage,Bulgaria,2001,46.199
Total,Percentage,Bulgaria,2002,46.917
Total,Percentage,Bulgaria,2003,46.65
Total,Percentage,Bulgaria,2004,48.34
Total,Percentage,Bulgaria,2005,47.343
Total,Percentage,Bulgaria,2006,46.223
Total,Percentage,Bulgaria,2007,51.233
Total,Percentage,Bulgaria,2008,52.154
Total,Percentage,Bulgaria,2009,45.393
Total,Percentage,Bulgaria,2010,40.146
Total,Percentage,Bulgaria,2011,36.732
Total,Percentage,Bulgaria,2012,36.859
Total,Percentage,Bulgaria,2013,38.313
Total,Percentage,Bulgaria,2014,35.171
Total,Percentage,Bulgaria,2015,36.446
Total,Percentage,Bulgaria,2016,38.472
Total,Percentage,Bulgaria,2017,39.362
Total,Percentage,Bulgaria,2018,36.596
Total,Percentage,Bulgaria,2019,38.457
Total,Percentage,Bulgaria,2020,38.171
Total,Percentage,Bulgaria,2021,36.178
Total,Percentage,Bulgaria,2022,37.11
Total,Percentage,Bulgaria,2023,39.718
Total,Percentage,Cyprus,2000,98.632
Total,Percentage,Cyprus,2001,96.075
Total,Percentage,Cyprus,2002,100.557
Total,Percentage,Cyprus,2003,96.074
Total,Percentage,Cyprus,2004,95.457
Total,Percentage,Cyprus,2005,100.703
Total,Percentage,Cyprus,2006,102.508
Total,Percentage,Cyprus,2007,95.894
Total,Percentage,Cyprus,2008,97.427
Total,Percentage,Cyprus,2009,96.13
Total,Percentage,Cyprus,2010,100.636
Total,Percentage,Cyprus,2011,92.263
Total,Percentage,Cyprus,2012,96.748
Total,Percentage,Cyprus,2013,96.071
Total,Percentage,Cyprus,2014,93.086
Total,Percentage,Cyprus,2015,97.319
Total,Percentage,Cyprus,2016,95.841
Total,Percentage,Cyprus,2017,95.927
Total,Percentage,Cyprus,2018,92.491
Total,Percentage,Cyprus,2019,92.792
Total,Percentage,Cyprus,2020,93.179
Total,Percentage,Cyprus,2021,89.524
Total,Percentage,Cyprus,2022,92.018
Total,Percentage,Cyprus,2023,92.205
Total,Percentage,Czechia,2000,22.704
Total,Percentage,Czechia,2001,25.012
Total,Percentage,Czechia,2002,26.204
Total,Percentage,Czechia,2003,24.929
Total,Percentage,Czechia,2004,25.338
Total,Percentage,Czechia,2005,27.846
Total,Percentage,Czechia,2006,27.498
Total,Percentage,Czechia,2007,24.989
Total,Percentage,Czechia,2008,27.737
Total,Percentage,Czechia,2009,26.867
Total,Percentage,Czechia,2010,25.38
Total,Percentage,Czechia,2011,28.832
Total,Percentage,Czechia,2012,25.413
Total,Percentage,Czechia,2013,27.58
Total,Percentage,Czechia,2014,30.227
Total,Percentage,Czechia,2015,32.089
Total,Percentage,Czechia,2016,32.8
Total,Percentage,Czechia,2017,37.162
Total,Percentage,Czechia,2018,36.879
Total,Percentage,Czechia,2019,40.81
Total,Percentage,Czechia,2020,38.768
Total,Percentage,Czechia,2021,39.958
Total,Percentage,Czechia,2022,41.775
Total,Percentage,Czechia,2023,41.676
Total,Percentage,Germany,2000,59.441
Total,Percentage,Germany,2001,60.891
Total,Percentage,Germany,2002,60.126
Total,Percentage,Germany,2003,60.54
Total,Percentage,Germany,2004,61.158
Total,Percentage,Germany,2005,60.74
Total,Percentage,Germany,2006,60.981
Total,Percentage,Germany,2007,58.516
Total,Percentage,Germany,2008,60.769
Total,Percentage,Germany,2009,61.103
Total,Percentage,Germany,2010,59.992
Total,Percentage,Germany,2011,61.801
Total,Percentage,Germany,2012,61.215
Total,Percentage,Germany,2013,62.411
Total,Percentage,Germany,2014,61.779
Total,Percentage,Germany,2015,62.132
Total,Percentage,Germany,2016,63.752
Total,Percentage,Germany,2017,63.959
Total,Percentage,Germany,2018,63.478
Total,Percentage,Germany,2019,67.055
Total,Percentage,Germany,2020,63.676
Total,Percentage,Germany,2021,63.395
Total,Percentage,Germany,2022,68.637
Total,Percentage,Germany,2023,66.38
Total,Percentage,Denmark,2000,-35.918
Total,Percentage,Denmark,2001,-28.63
Total,Percentage,Denmark,2002,-42.287
Total,Percentage,Denmark,2003,-31.541
Total,Percentage,Denmark,2004,-47.12
Total,Percentage,Denmark,2005,-50.618
Total,Percentage,Denmark,2006,-35.492
Total,Percentage,Denmark,2007,-24.247
Total,Percentage,Denmark,2008,-21.129
Total,Percentage,Denmark,2009,-18.8
Total,Percentage,Denmark,2010,-16.235
Total,Percentage,Denmark,2011,-6.315
Total,Percentage,Denmark,2012,-3.176
Total,Percentage,Denmark,2013,12.312
Total,Percentage,Denmark,2014,12.225
Total,Percentage,Denmark,2015,13.078
Total,Percentage,Denmark,2016,13.57
Total,Percentage,Denmark,2017,11.344
Total,Percentage,Denmark,2018,22.704
Total,Percentage,Denmark,2019,38.882
Total,Percentage,Denmark,2020,44.89
Total,Percentage,Denmark,2021,32.225
Total,Percentage,Denmark,2022,42.754
Total,Percentage,Denmark,2023,38.868
Total,Percentage,Euro area – 20 countries (from 2023),2000,63.997
Total,Percentage,Euro area – 20 countries (from 2023),2001,63.127
Total,Percentage,Euro area – 20 countries (from 2023),2002,63.757
Total,Percentage,Euro area – 20 countries (from 2023),2003,63.945
Total,Percentage,Euro area – 20 countries (from 2023),2004,64.056
Total,Percentage,Euro area – 20 countries (from 2023),2005,64.948
Total,Percentage,Euro area – 20 countries (from 2023),2006,65.306
Total,Percentage,Euro area – 20 countries (from 2023),2007,63.516
Total,Percentage,Euro area – 20 countries (from 2023),2008,64.374
Total,Percentage,Euro area – 20 countries (from 2023),2009,63.173
Total,Percentage,Euro area – 20 countries (from 2023),2010,61.671
Total,Percentage,Euro area – 20 countries (from 2023),2011,62.314
Total,Percentage,Euro area – 20 countries (from 2023),2012,60.916
Total,Percentage,Euro area – 20 countries (from 2023),2013,59.768
Total,Percentage,Euro area – 20 countries (from 2023),2014,60.024
Total,Percentage,Euro area – 20 countries (from 2023),2015,61.989
Total,Percentage,Euro area – 20 countries (from 2023),2016,61.801
Total,Percentage,Euro area – 20 countries (from 2023),2017,62.959
Total,Percentage,Euro area – 20 countries (from 2023),2018,63.259
Total,Percentage,Euro area – 20 countries (from 2023),2019,65.122
Total,Percentage,Euro area – 20 countries (from 2023),2020,62.019
Total,Percentage,Euro area – 20 countries (from 2023),2021,60.396
Total,Percentage,Euro area – 20 countries (from 2023),2022,67.967
Total,Percentage,Euro area – 20 countries (from 2023),2023,62.607
Total,Percentage,Estonia,2000,33.989
Total,Percentage,Estonia,2001,33.742
Total,Percentage,Estonia,2002,32.107
Total,Percentage,Estonia,2003,29.764
Total,Percentage,Estonia,2004,30.11
Total,Percentage,Estonia,2005,26.878
Total,Percentage,Estonia,2006,30.03
Total,Percentage,Estonia,2007,24.288
Total,Percentage,Estonia,2008,27.215
Total,Percentage,Estonia,2009,27.175
Total,Percentage,Estonia,2010,14.68
Total,Percentage,Estonia,2011,13.646
Total,Percentage,Estonia,2012,20.648
Total,Percentage,Estonia,2013,14.522
Total,Percentage,Estonia,2014,11.562
Total,Percentage,Estonia,2015,11.182
Total,Percentage,Estonia,2016,8.069
Total,Percentage,Estonia,2017,4.584
Total,Percentage,Estonia,2018,1.229
Total,Percentage,Estonia,2019,4.724
Total,Percentage,Estonia,2020,10.528
Total,Percentage,Estonia,2021,1.412
Total,Percentage,Estonia,2022,6.159
Total,Percentage,Estonia,2023,3.471
Total,Percentage,Greece,2000,69.055
Total,Percentage,Greece,2001,68.495
Total,Percentage,Greece,2002,71.063
Total,Percentage,Greece,2003,67.088
Total,Percentage,Greece,2004,72.259
Total,Percentage,Greece,2005,68.204
Total,Percentage,Greece,2006,71.419
Total,Percentage,Greece,2007,70.858
Total,Percentage,Greece,2008,72.915
Total,Percentage,Greece,2009,67.341
Total,Percentage,Greece,2010,68.584
Total,Percentage,Greece,2011,64.677
Total,Percentage,Greece,2012,65.889
Total,Percentage,Greece,2013,61.75
Total,Percentage,Greece,2014,65.455
Total,Percentage,Greece,2015,71.047
Total,Percentage,Greece,2016,72.911
Total,Percentage,Greece,2017,71.282
Total,Percentage,Greece,2018,70.681
Total,Percentage,Greece,2019,74.103
Total,Percentage,Greece,2020,81.415
Total,Percentage,Greece,2021,73.819
Total,Percentage,Greece,2022,79.567
Total,Percentage,Greece,2023,75.599
Total,Percentage,Spain,2000,76.797
Total,Percentage,Spain,2001,74.797
Total,Percentage,Spain,2002,78.642
Total,Percentage,Spain,2003,76.738
Total,Percentage,Spain,2004,77.652
Total,Percentage,Spain,2005,81.534
Total,Percentage,Spain,2006,81.304
Total,Percentage,Spain,2007,79.56
Total,Percentage,Spain,2008,81.605
Total,Percentage,Spain,2009,79.549
Total,Percentage,Spain,2010,77.003
Total,Percentage,Spain,2011,76.012
Total,Percentage,Spain,2012,72.798
Total,Percentage,Spain,2013,69.997
Total,Percentage,Spain,2014,72.557
Total,Percentage,Spain,2015,72.741
Total,Percentage,Spain,2016,71.486
Total,Percentage,Spain,2017,73.886
Total,Percentage,Spain,2018,73.613
Total,Percentage,Spain,2019,75.034
Total,Percentage,Spain,2020,67.892
Total,Percentage,Spain,2021,69.409
Total,Percentage,Spain,2022,74.359
Total,Percentage,Spain,2023,68.418
Total,Percentage,European Union - 27 countries (from 2020),2000,56.285
Total,Percentage,European Union - 27 countries (from 2020),2001,55.769
Total,Percentage,European Union - 27 countries (from 2020),2002,56.256
Total,Percentage,European Union - 27 countries (from 2020),2003,56.878
Total,Percentage,European Union - 27 countries (from 2020),2004,56.854
Total,Percentage,European Union - 27 countries (from 2020),2005,57.819
Total,Percentage,European Union - 27 countries (from 2020),2006,58.244
Total,Percentage,European Union - 27 countries (from 2020),2007,57.219
Total,Percentage,European Union - 27 countries (from 2020),2008,58.37
Total,Percentage,European Union - 27 countries (from 2020),2009,57.172
Total,Percentage,European Union - 27 countries (from 2020),2010,55.746
Total,Percentage,European Union - 27 countries (from 2020),2011,56.337
Total,Percentage,European Union - 27 countries (from 2020),2012,54.891
Total,Percentage,European Union - 27 countries (from 2020),2013,53.908
Total,Percentage,European Union - 27 countries (from 2020),2014,54.4
Total,Percentage,European Union - 27 countries (from 2020),2015,55.999
Total,Percentage,European Union - 27 countries (from 2020),2016,56.124
Total,Percentage,European Union - 27 countries (from 2020),2017,57.502
Total,Percentage,European Union - 27 countries (from 2020),2018,58.122
Total,Percentage,European Union - 27 countries (from 2020),2019,60.471
Total,Percentage,European Union - 27 countries (from 2020),2020,57.459
Total,Percentage,European Union - 27 countries (from 2020),2021,55.52
Total,Percentage,European Union - 27 countries (from 2020),2022,62.514
Total,Percentage,European Union - 27 countries (from 2020),2023,58.272
Total,Percentage,Finland,2000,55.475
Total,Percentage,Finland,2001,55.337
Total,Percentage,Finland,2002,52.36
Total,Percentage,Finland,2003,59.095
Total,Percentage,Finland,2004,54.731
Total,Percentage,Finland,2005,54.459
Total,Percentage,Finland,2006,54.073
Total,Percentage,Finland,2007,53.32
Total,Percentage,Finland,2008,54.483
Total,Percentage,Finland,2009,54.795
Total,Percentage,Finland,2010,48.852
Total,Percentage,Finland,2011,53.897
Total,Percentage,Finland,2012,47.103
Total,Percentage,Finland,2013,49.64
Total,Percentage,Finland,2014,49.89
Total,Percentage,Finland,2015,47.901
Total,Percentage,Finland,2016,46.104
Total,Percentage,Finland,2017,43.868
Total,Percentage,Finland,2018,45.23
Total,Percentage,Finland,2019,42.894
Total,Percentage,Finland,2020,43.031
Total,Percentage,Finland,2021,37.939
Total,Percentage,Finland,2022,40.919
Total,Percentage,Finland,2023,29.566
Total,Percentage,France,2000,51.275
Total,Percentage,France,2001,50.429
Total,Percentage,France,2002,50.817
Total,Percentage,France,2003,50.665
Total,Percentage,France,2004,50.86
Total,Percentage,France,2005,51.698
Total,Percentage,France,2006,51.518
Total,Percentage,France,2007,50.42
Total,Percentage,France,2008,50.748
Total,Percentage,France,2009,50.652
Total,Percentage,France,2010,48.668
Total,Percentage,France,2011,49.039
Total,Percentage,France,2012,48.174
Total,Percentage,France,2013,47.987
Total,Percentage,France,2014,46.212
Total,Percentage,France,2015,45.894
Total,Percentage,France,2016,47.34
Total,Percentage,France,2017,48.743
Total,Percentage,France,2018,46.793
Total,Percentage,France,2019,47.48
Total,Percentage,France,2020,44.391
Total,Percentage,France,2021,44.114
Total,Percentage,France,2022,51.866
Total,Percentage,France,2023,44.874
Total,Percentage,Croatia,2000,48.345
Total,Percentage,Croatia,2001,46.556
Total,Percentage,Croatia,2002,54.45
Total,Percentage,Croatia,2003,50.697
Total,Percentage,Croatia,2004,51.876
Total,Percentage,Croatia,2005,52.595
Total,Percentage,Croatia,2006,49.17
Total,Percentage,Croatia,2007,51.805
Total,Percentage,Croatia,2008,54.755
Total,Percentage,Croatia,2009,46.044
Total,Percentage,Croatia,2010,46.696
Total,Percentage,Croatia,2011,49.641
Total,Percentage,Croatia,2012,49.847
Total,Percentage,Croatia,2013,47.436
Total,Percentage,Croatia,2014,44.206
Total,Percentage,Croatia,2015,48.791
Total,Percentage,Croatia,2016,48.43
Total,Percentage,Croatia,2017,53.157
Total,Percentage,Croatia,2018,52.695
Total,Percentage,Croatia,2019,56.216
Total,Percentage,Croatia,2020,53.564
Total,Percentage,Croatia,2021,54.539
Total,Percentage,Croatia,2022,60.303
Total,Percentage,Croatia,2023,55.722
Total,Percentage,Hungary,2000,54.978
Total,Percentage,Hungary,2001,53.411
Total,Percentage,Hungary,2002,56.885
Total,Percentage,Hungary,2003,62.057
Total,Percentage,Hungary,2004,60.955
Total,Percentage,Hungary,2005,62.254
Total,Percentage,Hungary,2006,61.819
Total,Percentage,Hungary,2007,60.362
Total,Percentage,Hungary,2008,62.589
Total,Percentage,Hungary,2009,57.574
Total,Percentage,Hungary,2010,56.93
Total,Percentage,Hungary,2011,50.273
Total,Percentage,Hungary,2012,50.146
Total,Percentage,Hungary,2013,50.122
Total,Percentage,Hungary,2014,59.845
Total,Percentage,Hungary,2015,53.875
Total,Percentage,Hungary,2016,55.823
Total,Percentage,Hungary,2017,62.645
Total,Percentage,Hungary,2018,58.123
Total,Percentage,Hungary,2019,69.712
Total,Percentage,Hungary,2020,56.618
Total,Percentage,Hungary,2021,54.121
Total,Percentage,Hungary,2022,64.208
Total,Percentage,Hungary,2023,62.064
Total,Percentage,Ireland,2000,85.432
Total,Percentage,Ireland,2001,89.603
Total,Percentage,Ireland,2002,88.084
Total,Percentage,Ireland,2003,90.261
Total,Percentage,Ireland,2004,91.608
Total,Percentage,Ireland,2005,89.647
Total,Percentage,Ireland,2006,90.745
Total,Percentage,Ireland,2007,87.548
Total,Percentage,Ireland,2008,89.991
Total,Percentage,Ireland,2009,87.797
Total,Percentage,Ireland,2010,87.462
Total,Percentage,Ireland,2011,90.312
Total,Percentage,Ireland,2012,83.677
Total,Percentage,Ireland,2013,91.506
Total,Percentage,Ireland,2014,86.012
Total,Percentage,Ireland,2015,88.653
Total,Percentage,Ireland,2016,68.951
Total,Percentage,Ireland,2017,66.01
Total,Percentage,Ireland,2018,67.564
Total,Percentage,Ireland,2019,68.656
Total,Percentage,Ireland,2020,71.08
Total,Percentage,Ireland,2021,77.047
Total,Percentage,Ireland,2022,79.246
Total,Percentage,Ireland,2023,77.901
Total,Percentage,Iceland,2000,30.567
Total,Percentage,Iceland,2001,29.083
Total,Percentage,Iceland,2002,28.813
Total,Percentage,Iceland,2003,27.848
Total,Percentage,Iceland,2004,31.955
Total,Percentage,Iceland,2005,31.224
Total,Percentage,Iceland,2006,25.98
Total,Percentage,Iceland,2007,22.832
Total,Percentage,Iceland,2008,21.2
Total,Percentage,Iceland,2009,20.106
