country,year,unit,income_group,crime
Bulgaria,2023,Percentage,Total,15.6
Switzerland,2007,Percentage,Total,12.7
Switzerland,2008,Percentage,Total,12.2
Switzerland,2009,Percentage,Total,12.0
Switzerland,2010,Percentage,Total,13.6
Switzerland,2011,Percentage,Total,12.3
Switzerland,2012,Percentage,Total,16.5
Switzerland,2013,Percentage,Total,14.5
Switzerland,2014,Percentage,Total,14.7
Switzerland,2015,Percentage,Total,11.9
Switzerland,2016,Percentage,Total,10.9
Switzerland,2017,Percentage,Total,9.1
Switzerland,2018,Percentage,Total,7.9
Switzerland,2019,Percentage,Total,7.1
Switzerland,2020,Percentage,Total,7.2
Switzerland,2023,Percentage,Total,8.5
Cyprus,2005,Percentage,Total,8.9
Cyprus,2006,Percentage,Total,12.9
Cyprus,2007,Percentage,Total,13.6
Cyprus,2008,Percentage,Total,10.1
Cyprus,2009,Percentage,Total,8.3
Cyprus,2010,Percentage,Total,12.7
Cyprus,2011,Percentage,Total,15.0
Cyprus,2012,Percentage,Total,15.5
Cyprus,2013,Percentage,Total,15.3
Cyprus,2014,Percentage,Total,11.9
Cyprus,2015,Percentage,Total,12.0
Cyprus,2016,Percentage,Total,9.8
Cyprus,2017,Percentage,Total,12.5
Cyprus,2018,Percentage,Total,13.9
Cyprus,2019,Percentage,Total,12.7
Cyprus,2020,Percentage,Total,10.4
Cyprus,2023,Percentage,Total,9.7
Czechia,2005,Percentage,Total,16.5
Czechia,2006,Percentage,Total,14.3
Czechia,2007,Percentage,Total,13.1
Czechia,2008,Percentage,Total,13.9
Czechia,2009,Percentage,Total,17.9
Czechia,2010,Percentage,Total,15.4
Czechia,2011,Percentage,Total,15.0
Czechia,2012,Percentage,Total,13.2
Czechia,2013,Percentage,Total,13.9
Czechia,2014,Percentage,Total,13.5
Czechia,2015,Percentage,Total,12.0
Czechia,2016,Percentage,Total,11.7
Czechia,2017,Percentage,Total,9.3
Czechia,2018,Percentage,Total,7.9
Czechia,2019,Percentage,Total,7.8
Czechia,2020,Percentage,Total,6.1
Czechia,2023,Percentage,Total,6.6
Germany,2005,Percentage,Total,9.8
Germany,2006,Percentage,Total,12.6
Germany,2007,Percentage,Total,12.4
Germany,2008,Percentage,Total,13.0
Germany,2009,Percentage,Total,12.7
Germany,2010,Percentage,Total,12.0
Germany,2011,Percentage,Total,12.9
Germany,2012,Percentage,Total,12.5
Germany,2013,Percentage,Total,13.5
Germany,2014,Percentage,Total,13.1
Germany,2015,Percentage,Total,13.8
Germany,2016,Percentage,Total,14.1
Germany,2017,Percentage,Total,14.2
Germany,2018,Percentage,Total,13.3
Germany,2019,Percentage,Total,13.1
Germany,2020,Percentage,Total,8.2
Germany,2023,Percentage,Total,10.7
Denmark,2003,Percentage,Total,10.0
Denmark,2004,Percentage,Total,14.2
Denmark,2005,Percentage,Total,14.0
Denmark,2006,Percentage,Total,13.6
Denmark,2007,Percentage,Total,14.0
Denmark,2008,Percentage,Total,16.2
Denmark,2009,Percentage,Total,16.5
Denmark,2010,Percentage,Total,14.2
Denmark,2011,Percentage,Total,15.7
Denmark,2012,Percentage,Total,9.9
Denmark,2013,Percentage,Total,9.2
Denmark,2014,Percentage,Total,9.1
Denmark,2015,Percentage,Total,7.7
Denmark,2016,Percentage,Total,8.4
Denmark,2017,Percentage,Total,7.8
Denmark,2018,Percentage,Total,7.4
Denmark,2019,Percentage,Total,7.5
Denmark,2020,Percentage,Total,7.3
Denmark,2023,Percentage,Total,6.3
Euro area - 19 countries  (2015-2022),2005,Percentage,Total,14.4
Euro area - 19 countries  (2015-2022),2006,Percentage,Total,14.8
Euro area - 19 countries  (2015-2022),2007,Percentage,Total,14.9
Euro area - 19 countries  (2015-2022),2008,Percentage,Total,13.8
Euro area - 19 countries  (2015-2022),2009,Percentage,Total,15.1
Euro area - 19 countries  (2015-2022),2010,Percentage,Total,13.5
Euro area - 19 countries  (2015-2022),2011,Percentage,Total,13.5
Euro area - 19 countries  (2015-2022),2012,Percentage,Total,13.4
Euro area - 19 countries  (2015-2022),2013,Percentage,Total,14.9
Euro area - 19 countries  (2015-2022),2014,Percentage,Total,14.4
Euro area - 19 countries  (2015-2022),2015,Percentage,Total,14.1
Euro area - 19 countries  (2015-2022),2016,Percentage,Total,13.1
Euro area - 19 countries  (2015-2022),2017,Percentage,Total,12.3
Euro area - 19 countries  (2015-2022),2018,Percentage,Total,12.3
Euro area - 19 countries  (2015-2022),2019,Percentage,Total,12.0
Euro area - 19 countries  (2015-2022),2020,Percentage,Total,11.8
Euro area – 20 countries (from 2023),2023,Percentage,Total,11.3
Estonia,2004,Percentage,Total,27.8
Estonia,2005,Percentage,Total,23.2
Estonia,2006,Percentage,Total,20.1
Estonia,2007,Percentage,Total,21.4
Estonia,2008,Percentage,Total,17.2
Estonia,2009,Percentage,Total,19.3
Estonia,2010,Percentage,Total,18.0
Estonia,2011,Percentage,Total,14.5
Estonia,2012,Percentage,Total,15.7
Estonia,2013,Percentage,Total,12.3
Estonia,2014,Percentage,Total,12.3
Estonia,2015,Percentage,Total,11.8
Estonia,2016,Percentage,Total,9.2
Estonia,2017,Percentage,Total,7.3
Estonia,2018,Percentage,Total,7.4
Estonia,2019,Percentage,Total,7.4
Estonia,2020,Percentage,Total,5.5
Estonia,2023,Percentage,Total,4.3
Greece,2003,Percentage,Total,9.7
Greece,2004,Percentage,Total,7.8
Greece,2005,Percentage,Total,8.2
Greece,2006,Percentage,Total,8.5
Greece,2007,Percentage,Total,10.4
Greece,2008,Percentage,Total,12.0
Greece,2009,Percentage,Total,16.3
Greece,2010,Percentage,Total,19.1
Greece,2011,Percentage,Total,20.1
Greece,2012,Percentage,Total,20.1
Greece,2013,Percentage,Total,19.0
Greece,2014,Percentage,Total,16.1
Greece,2015,Percentage,Total,12.8
Greece,2016,Percentage,Total,11.8
Greece,2017,Percentage,Total,13.8
Greece,2018,Percentage,Total,13.5
Greece,2019,Percentage,Total,16.9
Greece,2020,Percentage,Total,18.1
Greece,2023,Percentage,Total,20.9
Spain,2004,Percentage,Total,18.4
Spain,2005,Percentage,Total,18.9
Spain,2006,Percentage,Total,19.3
Spain,2007,Percentage,Total,17.5
Spain,2008,Percentage,Total,14.7
Spain,2009,Percentage,Total,16.4
Spain,2010,Percentage,Total,13.0
Spain,2011,Percentage,Total,10.8
Spain,2012,Percentage,Total,10.1
Spain,2013,Percentage,Total,14.2
Spain,2014,Percentage,Total,11.9
Spain,2015,Percentage,Total,10.0
Spain,2016,Percentage,Total,10.3
Spain,2017,Percentage,Total,8.7
Spain,2018,Percentage,Total,10.9
Spain,2019,Percentage,Total,11.6
Spain,2020,Percentage,Total,14.1
Spain,2023,Percentage,Total,13.6
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2011,Percentage,Total,14.1
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2012,Percentage,Total,13.6
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2013,Percentage,Total,14.5
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2014,Percentage,Total,14.0
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,Percentage,Total,13.6
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,Percentage,Total,13.0
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,Percentage,Total,12.0
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,Percentage,Total,12.7
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,Percentage,Total,12.3
European Union - 27 countries (2007-2013),2007,Percentage,Total,15.9
European Union - 27 countries (2007-2013),2008,Percentage,Total,14.7
European Union - 27 countries (2007-2013),2009,Percentage,Total,16.0
European Union - 27 countries (2007-2013),2010,Percentage,Total,14.4
European Union - 27 countries (2007-2013),2011,Percentage,Total,14.2
European Union - 27 countries (2007-2013),2012,Percentage,Total,13.7
European Union - 27 countries (2007-2013),2013,Percentage,Total,14.6
European Union - 27 countries (2007-2013),2014,Percentage,Total,14.1
European Union - 27 countries (2007-2013),2015,Percentage,Total,13.7
European Union - 27 countries (2007-2013),2016,Percentage,Total,13.1
European Union - 27 countries (2007-2013),2017,Percentage,Total,12.0
European Union - 27 countries (2007-2013),2018,Percentage,Total,12.7
European Union - 27 countries (2007-2013),2019,Percentage,Total,12.4
European Union - 27 countries (from 2020),2010,Percentage,Total,13.1
European Union - 27 countries (from 2020),2011,Percentage,Total,13.2
European Union - 27 countries (from 2020),2012,Percentage,Total,12.8
European Union - 27 countries (from 2020),2013,Percentage,Total,14.1
European Union - 27 countries (from 2020),2014,Percentage,Total,13.6
European Union - 27 countries (from 2020),2015,Percentage,Total,13.2
European Union - 27 countries (from 2020),2016,Percentage,Total,12.5
European Union - 27 countries (from 2020),2017,Percentage,Total,11.5
European Union - 27 countries (from 2020),2018,Percentage,Total,11.5
European Union - 27 countries (from 2020),2019,Percentage,Total,11.0
European Union - 27 countries (from 2020),2020,Percentage,Total,10.7
European Union - 27 countries (from 2020),2023,Percentage,Total,10.0
European Union - 28 countries (2013-2020),2010,Percentage,Total,14.4
European Union - 28 countries (2013-2020),2011,Percentage,Total,14.1
European Union - 28 countries (2013-2020),2012,Percentage,Total,13.6
European Union - 28 countries (2013-2020),2013,Percentage,Total,14.5
European Union - 28 countries (2013-2020),2014,Percentage,Total,14.0
European Union - 28 countries (2013-2020),2015,Percentage,Total,13.6
European Union - 28 countries (2013-2020),2016,Percentage,Total,13.0
European Union - 28 countries (2013-2020),2017,Percentage,Total,12.0
European Union - 28 countries (2013-2020),2018,Percentage,Total,12.7
European Union - 28 countries (2013-2020),2019,Percentage,Total,12.3
Finland,2004,Percentage,Total,16.8
Finland,2005,Percentage,Total,17.3
Finland,2006,Percentage,Total,15.3
Finland,2007,Percentage,Total,12.9
Finland,2008,Percentage,Total,13.1
Finland,2009,Percentage,Total,13.7
Finland,2010,Percentage,Total,8.7
Finland,2011,Percentage,Total,8.3
Finland,2012,Percentage,Total,8.6
Finland,2013,Percentage,Total,9.0
Finland,2014,Percentage,Total,7.0
Finland,2015,Percentage,Total,7.3
Finland,2016,Percentage,Total,6.5
Finland,2017,Percentage,Total,6.2
Finland,2018,Percentage,Total,7.0
Finland,2019,Percentage,Total,6.4
Finland,2020,Percentage,Total,7.0
Finland,2023,Percentage,Total,11.5
France,2004,Percentage,Total,22.3
France,2005,Percentage,Total,17.5
France,2006,Percentage,Total,16.1
France,2007,Percentage,Total,16.3
France,2008,Percentage,Total,14.8
France,2009,Percentage,Total,15.3
France,2010,Percentage,Total,15.6
France,2011,Percentage,Total,14.8
France,2012,Percentage,Total,14.7
France,2013,Percentage,Total,16.8
France,2014,Percentage,Total,15.3
France,2015,Percentage,Total,14.2
France,2016,Percentage,Total,14.8
France,2017,Percentage,Total,13.9
France,2018,Percentage,Total,14.9
France,2019,Percentage,Total,14.7
France,2020,Percentage,Total,17.7
France,2023,Percentage,Total,14.7
Croatia,2010,Percentage,Total,4.6
Croatia,2011,Percentage,Total,3.6
Croatia,2012,Percentage,Total,3.2
Croatia,2013,Percentage,Total,2.9
Croatia,2014,Percentage,Total,2.5
Croatia,2015,Percentage,Total,2.8
Croatia,2016,Percentage,Total,3.0
Croatia,2017,Percentage,Total,3.0
Croatia,2018,Percentage,Total,2.6
Croatia,2019,Percentage,Total,2.7
Croatia,2020,Percentage,Total,2.4
Croatia,2023,Percentage,Total,1.4
Hungary,2005,Percentage,Total,12.4
Hungary,2006,Percentage,Total,10.0
Hungary,2007,Percentage,Total,12.9
Hungary,2008,Percentage,Total,13.1
Hungary,2009,Percentage,Total,11.6
Hungary,2010,Percentage,Total,11.7
Hungary,2011,Percentage,Total,10.9
Hungary,2012,Percentage,Total,10.4
Hungary,2013,Percentage,Total,12.6
Hungary,2014,Percentage,Total,13.9
Hungary,2015,Percentage,Total,10.6
Hungary,2016,Percentage,Total,9.7
Hungary,2017,Percentage,Total,7.2
Hungary,2018,Percentage,Total,4.8
Hungary,2019,Percentage,Total,5.3
Hungary,2020,Percentage,Total,5.3
Hungary,2023,Percentage,Total,6.1
Ireland,2003,Percentage,Total,15.4
Ireland,2004,Percentage,Total,14.7
Ireland,2005,Percentage,Total,14.5
Ireland,2006,Percentage,Total,16.5
Ireland,2007,Percentage,Total,15.3
Ireland,2008,Percentage,Total,12.2
Ireland,2009,Percentage,Total,14.5
Ireland,2010,Percentage,Total,10.2
Ireland,2011,Percentage,Total,10.4
Ireland,2012,Percentage,Total,10.7
Ireland,2013,Percentage,Total,11.9
Ireland,2014,Percentage,Total,10.9
Ireland,2015,Percentage,Total,10.9
Ireland,2016,Percentage,Total,9.7
Ireland,2017,Percentage,Total,9.7
Ireland,2018,Percentage,Total,10.0
Ireland,2019,Percentage,Total,8.3
Ireland,2020,Percentage,Total,10.8
Iceland,2004,Percentage,Total,3.9
Iceland,2005,Percentage,Total,3.7
Iceland,2006,Percentage,Total,2.4
Iceland,2007,Percentage,Total,3.5
Iceland,2008,Percentage,Total,3.3
Iceland,2009,Percentage,Total,4.2
Iceland,2010,Percentage,Total,3.7
Iceland,2011,Percentage,Total,2.3
Iceland,2012,Percentage,Total,3.4
Iceland,2013,Percentage,Total,2.2
Iceland,2014,Percentage,Total,2.1
Iceland,2015,Percentage,Total,2.2
Iceland,2016,Percentage,Total,2.2
Iceland,2017,Percentage,Total,2.0
Iceland,2018,Percentage,Total,2.8
Iceland,2019,Percentage,Total,2.7
Italy,2004,Percentage,Total,15.3
Italy,2005,Percentage,Total,14.3
Italy,2006,Percentage,Total,14.8
Italy,2007,Percentage,Total,16.0
Italy,2008,Percentage,Total,14.2
Italy,2009,Percentage,Total,15.9
Italy,2010,Percentage,Total,12.7
Italy,2011,Percentage,Total,14.5
Italy,2012,Percentage,Total,14.9
Italy,2013,Percentage,Total,16.0
Italy,2014,Percentage,Total,18.0
Italy,2015,Percentage,Total,19.4
Italy,2016,Percentage,Total,14.7
Italy,2017,Percentage,Total,12.5
Italy,2018,Percentage,Total,11.3
Italy,2019,Percentage,Total,9.4
Italy,2020,Percentage,Total,8.4
Italy,2023,Percentage,Total,6.4
Lithuania,2005,Percentage,Total,9.0
Lithuania,2006,Percentage,Total,7.8
Lithuania,2007,Percentage,Total,7.1
Lithuania,2008,Percentage,Total,5.1
Lithuania,2009,Percentage,Total,6.5
Lithuania,2010,Percentage,Total,5.3
Lithuania,2011,Percentage,Total,4.8
Lithuania,2012,Percentage,Total,5.0
Lithuania,2013,Percentage,Total,6.4
Lithuania,2014,Percentage,Total,4.8
Lithuania,2015,Percentage,Total,4.6
Lithuania,2016,Percentage,Total,3.4
Lithuania,2017,Percentage,Total,8.2
Lithuania,2018,Percentage,Total,3.7
Lithuania,2019,Percentage,Total,3.2
Lithuania,2020,Percentage,Total,3.3
Lithuania,2023,Percentage,Total,2.7
Luxembourg,2003,Percentage,Total,18.3
Luxembourg,2004,Percentage,Total,15.3
Luxembourg,2005,Percentage,Total,15.4
Luxembourg,2006,Percentage,Total,11.1
Luxembourg,2007,Percentage,Total,9.7
Luxembourg,2008,Percentage,Total,10.6
Luxembourg,2009,Percentage,Total,10.6
Luxembourg,2010,Percentage,Total,10.2
Luxembourg,2011,Percentage,Total,10.7
Luxembourg,2012,Percentage,Total,14.4
Luxembourg,2013,Percentage,Total,12.9
Luxembourg,2014,Percentage,Total,16.8
Luxembourg,2015,Percentage,Total,14.9
Luxembourg,2016,Percentage,Total,12.2
Luxembourg,2017,Percentage,Total,12.0
Luxembourg,2018,Percentage,Total,11.3
Luxembourg,2019,Percentage,Total,11.2
Luxembourg,2020,Percentage,Total,11.0
Luxembourg,2023,Percentage,Total,7.4
Latvia,2005,Percentage,Total,22.6
Latvia,2006,Percentage,Total,27.2
Latvia,2007,Percentage,Total,27.2
Latvia,2008,Percentage,Total,28.7
Latvia,2009,Percentage,Total,25.3
Latvia,2010,Percentage,Total,23.8
Latvia,2011,Percentage,Total,19.0
Latvia,2012,Percentage,Total,17.0
Latvia,2013,Percentage,Total,12.0
Latvia,2014,Percentage,Total,13.0
Latvia,2015,Percentage,Total,11.8
Latvia,2016,Percentage,Total,10.0
Latvia,2017,Percentage,Total,8.0
Latvia,2018,Percentage,Total,8.6
Latvia,2019,Percentage,Total,6.1
Latvia,2020,Percentage,Total,5.3
Latvia,2023,Percentage,Total,5.4
Montenegro,2013,Percentage,Total,6.5
Montenegro,2014,Percentage,Total,6.8
Montenegro,2015,Percentage,Total,7.3
Montenegro,2016,Percentage,Total,5.2
Montenegro,2017,Percentage,Total,4.1
Montenegro,2018,Percentage,Total,6.2
Montenegro,2019,Percentage,Total,6.9
Montenegro,2020,Percentage,Total,3.7
North Macedonia,2010,Percentage,Total,7.0
North Macedonia,2011,Percentage,Total,6.9
North Macedonia,2012,Percentage,Total,4.9
North Macedonia,2013,Percentage,Total,7.3
North Macedonia,2014,Percentage,Total,5.7
North Macedonia,2015,Percentage,Total,5.7
North Macedonia,2016,Percentage,Total,4.8
North Macedonia,2017,Percentage,Total,4.2
North Macedonia,2018,Percentage,Total,5.3
North Macedonia,2019,Percentage,Total,6.5
North Macedonia,2020,Percentage,Total,5.5
Malta,2005,Percentage,Total,13.4
Malta,2006,Percentage,Total,12.5
Malta,2007,Percentage,Total,10.2
Malta,2008,Percentage,Total,9.7
Malta,2009,Percentage,Total,10.7
Malta,2010,Percentage,Total,10.4
Malta,2011,Percentage,Total,12.7
Malta,2012,Percentage,Total,12.6
Malta,2013,Percentage,Total,12.9
Malta,2014,Percentage,Total,12.2
Malta,2015,Percentage,Total,11.0
Malta,2016,Percentage,Total,10.4
Malta,2017,Percentage,Total,10.0
Malta,2018,Percentage,Total,12.5
Malta,2019,Percentage,Total,13.6
Malta,2020,Percentage,Total,11.4
Malta,2023,Percentage,Total,7.4
Netherlands,2005,Percentage,Total,19.0
Netherlands,2006,Percentage,Total,16.7
Netherlands,2007,Percentage,Total,17.7
Netherlands,2008,Percentage,Total,14.8
Netherlands,2009,Percentage,Total,21.7
Netherlands,2010,Percentage,Total,16.8
Netherlands,2011,Percentage,Total,18.6
Netherlands,2012,Percentage,Total,18.3
Netherlands,2013,Percentage,Total,18.1
Netherlands,2014,Percentage,Total,18.5
Netherlands,2015,Percentage,Total,17.4
Netherlands,2016,Percentage,Total,16.9
Netherlands,2017,Percentage,Total,15.0
Netherlands,2018,Percentage,Total,17.5
Netherlands,2019,Percentage,Total,16.3
Netherlands,2020,Percentage,Total,15.7
Netherlands,2023,Percentage,Total,16.7
Norway,2003,Percentage,Total,5.8
Norway,2004,Percentage,Total,5.7
Norway,2005,Percentage,Total,4.8
Norway,2006,Percentage,Total,3.9
Norway,2007,Percentage,Total,4.7
Norway,2008,Percentage,Total,5.2
Norway,2009,Percentage,Total,5.3
Norway,2010,Percentage,Total,5.5
Norway,2011,Percentage,Total,4.9
Norway,2012,Percentage,Total,6.0
Norway,2013,Percentage,Total,4.6
Norway,2014,Percentage,Total,4.0
Norway,2015,Percentage,Total,5.7
Norway,2016,Percentage,Total,4.6
Norway,2017,Percentage,Total,3.8
Norway,2018,Percentage,Total,4.2
Norway,2019,Percentage,Total,4.0
Norway,2020,Percentage,Total,4.1
Norway,2023,Percentage,Total,5.9
Poland,2005,Percentage,Total,10.4
Poland,2006,Percentage,Total,9.0
Poland,2007,Percentage,Total,8.0
Poland,2008,Percentage,Total,7.3
Poland,2009,Percentage,Total,6.7
Poland,2010,Percentage,Total,6.5
Poland,2011,Percentage,Total,6.3
Poland,2012,Percentage,Total,6.3
Poland,2013,Percentage,Total,6.4
Poland,2014,Percentage,Total,6.4
Poland,2015,Percentage,Total,5.8
Poland,2016,Percentage,Total,5.6
Poland,2017,Percentage,Total,5.4
Poland,2018,Percentage,Total,4.8
Poland,2019,Percentage,Total,4.4
Poland,2023,Percentage,Total,2.8
Portugal,2004,Percentage,Total,13.6
Portugal,2005,Percentage,Total,13.8
Portugal,2006,Percentage,Total,11.9
Portugal,2007,Percentage,Total,12.6
Portugal,2008,Percentage,Total,11.7
Portugal,2009,Percentage,Total,14.0
Portugal,2010,Percentage,Total,11.3
Portugal,2011,Percentage,Total,10.1
Portugal,2012,Percentage,Total,10.9
Portugal,2013,Percentage,Total,13.3
Portugal,2014,Percentage,Total,11.6
Portugal,2015,Percentage,Total,10.5
Portugal,2016,Percentage,Total,7.8
Portugal,2017,Percentage,Total,7.9
Portugal,2018,Percentage,Total,6.5
Portugal,2019,Percentage,Total,6.7
Portugal,2020,Percentage,Total,6.6
Portugal,2023,Percentage,Total,6.9
Romania,2007,Percentage,Total,15.4
Romania,2008,Percentage,Total,13.1
Romania,2009,Percentage,Total,16.1
Romania,2010,Percentage,Total,15.4
Romania,2011,Percentage,Total,16.3
Romania,2012,Percentage,Total,13.7
Romania,2013,Percentage,Total,15.7
Romania,2014,Percentage,Total,14.5
Romania,2015,Percentage,Total,13.1
Romania,2016,Percentage,Total,14.1
Romania,2017,Percentage,Total,11.3
Romania,2018,Percentage,Total,11.5
Romania,2019,Percentage,Total,9.6
Romania,2020,Percentage,Total,8.8
Romania,2023,Percentage,Total,5.9
Serbia,2013,Percentage,Total,20.2
Serbia,2014,Percentage,Total,21.1
Serbia,2015,Percentage,Total,16.8
Serbia,2016,Percentage,Total,18.2
Serbia,2017,Percentage,Total,14.0
Serbia,2018,Percentage,Total,14.7
Serbia,2019,Percentage,Total,10.7
Serbia,2020,Percentage,Total,9.5
Sweden,2004,Percentage,Total,10.0
Sweden,2005,Percentage,Total,9.7
Sweden,2006,Percentage,Total,13.5
Sweden,2007,Percentage,Total,13.0
Sweden,2008,Percentage,Total,13.6
Sweden,2009,Percentage,Total,13.2
Sweden,2010,Percentage,Total,10.4
Sweden,2011,Percentage,Total,11.3
Sweden,2012,Percentage,Total,10.6
Sweden,2013,Percentage,Total,10.1
Sweden,2014,Percentage,Total,10.7
Sweden,2015,Percentage,Total,10.9
Sweden,2016,Percentage,Total,12.7
Sweden,2017,Percentage,Total,13.0
Sweden,2018,Percentage,Total,14.4
Sweden,2019,Percentage,Total,13.0
Sweden,2020,Percentage,Total,13.8
Sweden,2023,Percentage,Total,9.4
Slovenia,2005,Percentage,Total,10.5
Slovenia,2006,Percentage,Total,9.5
Slovenia,2007,Percentage,Total,10.2
Slovenia,2008,Percentage,Total,8.7
Slovenia,2009,Percentage,Total,12.5
Slovenia,2010,Percentage,Total,9.3
Slovenia,2011,Percentage,Total,8.6
Slovenia,2012,Percentage,Total,8.1
Slovenia,2013,Percentage,Total,9.1
Slovenia,2014,Percentage,Total,10.1
Slovenia,2015,Percentage,Total,9.2
Slovenia,2016,Percentage,Total,8.5
Slovenia,2017,Percentage,Total,8.0
Slovenia,2018,Percentage,Total,7.9
Slovenia,2019,Percentage,Total,8.0
Slovenia,2020,Percentage,Total,7.3
Slovenia,2023,Percentage,Total,6.8
Slovakia,2005,Percentage,Total,9.5
Slovakia,2006,Percentage,Total,8.4
Slovakia,2007,Percentage,Total,8.2
Slovakia,2008,Percentage,Total,9.3
Slovakia,2009,Percentage,Total,12.3
Slovakia,2010,Percentage,Total,10.2
Slovakia,2011,Percentage,Total,10.0
Slovakia,2012,Percentage,Total,9.6
Slovakia,2013,Percentage,Total,8.9
Slovakia,2014,Percentage,Total,8.7
Slovakia,2015,Percentage,Total,7.3
Slovakia,2016,Percentage,Total,6.9
Slovakia,2017,Percentage,Total,6.2
Slovakia,2018,Percentage,Total,4.8
Slovakia,2019,Percentage,Total,5.6
Slovakia,2020,Percentage,Total,4.3
Slovakia,2023,Percentage,Total,3.4
Türkiye,2006,Percentage,Total,21.4
Türkiye,2007,Percentage,Total,17.0
Türkiye,2008,Percentage,Total,11.3
Türkiye,2009,Percentage,Total,12.4
Türkiye,2011,Percentage,Total,10.7
Türkiye,2012,Percentage,Total,8.5
Türkiye,2013,Percentage,Total,9.7
Türkiye,2014,Percentage,Total,10.6
Türkiye,2015,Percentage,Total,11.2
Türkiye,2016,Percentage,Total,10.7
Türkiye,2017,Percentage,Total,11.3
Türkiye,2018,Percentage,Total,11.1
Türkiye,2019,Percentage,Total,10.9
Türkiye,2020,Percentage,Total,9.8
Türkiye,2023,Percentage,Total,10.7
United Kingdom,2005,Percentage,Total,30.0
United Kingdom,2006,Percentage,Total,27.6
United Kingdom,2007,Percentage,Total,26.9
United Kingdom,2008,Percentage,Total,24.8
United Kingdom,2009,Percentage,Total,25.1
United Kingdom,2010,Percentage,Total,23.1
United Kingdom,2011,Percentage,Total,20.7
United Kingdom,2012,Percentage,Total,19.7
United Kingdom,2013,Percentage,Total,17.4
United Kingdom,2014,Percentage,Total,16.5
United Kingdom,2015,Percentage,Total,16.6
United Kingdom,2016,Percentage,Total,16.8
United Kingdom,2017,Percentage,Total,20.3
United Kingdom,2018,Percentage,Total,24.2
Kosovo*,2018,Percentage,Total,2.4
