country,year,unit5,sex,outside_labour_caring
Slovenia,2015,Percentage of total population,Total,0.2
Slovenia,2016,Percentage of total population,Total,0.2
Slovenia,2017,Percentage of total population,Total,0.2
Slovenia,2018,Percentage of total population,Total,0.2
Slovenia,2019,Percentage of total population,Total,0.2
Slovenia,2020,Percentage of total population,Total,0.2
Slovenia,2021,Percentage of total population,Total,0.2
Slovenia,2022,Percentage of total population,Total,0.2
Slovenia,2023,Percentage of total population,Total,0.2
Slovakia,2006,Percentage of total population,Total,0.6
Slovakia,2007,Percentage of total population,Total,0.5
Slovakia,2008,Percentage of total population,Total,0.5
Slovakia,2009,Percentage of total population,Total,0.5
Slovakia,2010,Percentage of total population,Total,0.5
Slovakia,2011,Percentage of total population,Total,0.5
Slovakia,2012,Percentage of total population,Total,0.5
Slovakia,2013,Percentage of total population,Total,0.6
Slovakia,2014,Percentage of total population,Total,0.7
Slovakia,2015,Percentage of total population,Total,0.6
Slovakia,2016,Percentage of total population,Total,0.6
Slovakia,2017,Percentage of total population,Total,0.7
Slovakia,2018,Percentage of total population,Total,0.6
Slovakia,2019,Percentage of total population,Total,0.5
Slovakia,2020,Percentage of total population,Total,0.5
Slovakia,2021,Percentage of total population,Total,0.3
Slovakia,2022,Percentage of total population,Total,0.2
Slovakia,2023,Percentage of total population,Total,0.3
Türkiye,2006,Percentage of total population,Total,0.3
Türkiye,2007,Percentage of total population,Total,0.3
Türkiye,2008,Percentage of total population,Total,0.3
Türkiye,2009,Percentage of total population,Total,0.5
Türkiye,2010,Percentage of total population,Total,0.5
Türkiye,2011,Percentage of total population,Total,0.4
Türkiye,2012,Percentage of total population,Total,0.4
Türkiye,2013,Percentage of total population,Total,0.5
Türkiye,2014,Percentage of total population,Total,0.6
Türkiye,2015,Percentage of total population,Total,0.6
Türkiye,2016,Percentage of total population,Total,0.6
Türkiye,2017,Percentage of total population,Total,0.6
Türkiye,2018,Percentage of total population,Total,0.6
Türkiye,2019,Percentage of total population,Total,0.5
Türkiye,2020,Percentage of total population,Total,1.0
Türkiye,2021,Percentage of total population,Total,1.3
Türkiye,2022,Percentage of total population,Total,1.2
Türkiye,2023,Percentage of total population,Total,1.6
United Kingdom,2008,Percentage of total population,Total,1.1
United Kingdom,2009,Percentage of total population,Total,1.2
United Kingdom,2010,Percentage of total population,Total,1.1
United Kingdom,2011,Percentage of total population,Total,1.0
United Kingdom,2012,Percentage of total population,Total,1.2
United Kingdom,2013,Percentage of total population,Total,1.1
United Kingdom,2014,Percentage of total population,Total,1.1
United Kingdom,2015,Percentage of total population,Total,1.1
United Kingdom,2016,Percentage of total population,Total,1.1
United Kingdom,2017,Percentage of total population,Total,0.9
United Kingdom,2018,Percentage of total population,Total,0.8
United Kingdom,2019,Percentage of total population,Total,0.8
