country,year,sex,value,source
Austria,2006,Total,0.8,ESTAT:SDG_05_40(1.0)
Austria,2007,Total,0.8,ESTAT:SDG_05_40(1.0)
Austria,2008,Total,0.8,ESTAT:SDG_05_40(1.0)
Austria,2009,Total,0.8,ESTAT:SDG_05_40(1.0)
Austria,2010,Total,0.7,ESTAT:SDG_05_40(1.0)
Austria,2011,Total,0.6,ESTAT:SDG_05_40(1.0)
Austria,2012,Total,0.6,ESTAT:SDG_05_40(1.0)
Austria,2013,Total,0.7,ESTAT:SDG_05_40(1.0)
Austria,2014,Total,0.6,ESTAT:SDG_05_40(1.0)
Austria,2015,Total,0.6,ESTAT:SDG_05_40(1.0)
Austria,2016,Total,0.6,ESTAT:SDG_05_40(1.0)
Austria,2017,Total,0.6,ESTAT:SDG_05_40(1.0)
Austria,2018,Total,0.4,ESTAT:SDG_05_40(1.0)
Austria,2019,Total,0.4,ESTAT:SDG_05_40(1.0)
Austria,2020,Total,0.4,ESTAT:SDG_05_40(1.0)
Austria,2021,Total,0.6,ESTAT:SDG_05_40(1.0)
Austria,2022,Total,0.7,ESTAT:SDG_05_40(1.0)
Austria,2023,Total,0.6,ESTAT:SDG_05_40(1.0)
Bosnia and Herzegovina,2021,Total,0.3,ESTAT:SDG_05_40(1.0)
Bosnia and Herzegovina,2022,Total,0.3,ESTAT:SDG_05_40(1.0)
Bosnia and Herzegovina,2023,Total,0.3,ESTAT:SDG_05_40(1.0)
Belgium,2006,Total,0.1,ESTAT:SDG_05_40(1.0)
Belgium,2007,Total,0.1,ESTAT:SDG_05_40(1.0)
Belgium,2008,Total,0.1,ESTAT:SDG_05_40(1.0)
Belgium,2009,Total,0.1,ESTAT:SDG_05_40(1.0)
Belgium,2010,Total,0.1,ESTAT:SDG_05_40(1.0)
Belgium,2012,Total,0.1,ESTAT:SDG_05_40(1.0)
Belgium,2013,Total,0.2,ESTAT:SDG_05_40(1.0)
Belgium,2014,Total,0.2,ESTAT:SDG_05_40(1.0)
Belgium,2015,Total,0.2,ESTAT:SDG_05_40(1.0)
Belgium,2016,Total,0.2,ESTAT:SDG_05_40(1.0)
Belgium,2017,Total,0.2,ESTAT:SDG_05_40(1.0)
Belgium,2018,Total,0.2,ESTAT:SDG_05_40(1.0)
Belgium,2019,Total,0.2,ESTAT:SDG_05_40(1.0)
Belgium,2020,Total,0.2,ESTAT:SDG_05_40(1.0)
Belgium,2021,Total,0.2,ESTAT:SDG_05_40(1.0)
Belgium,2022,Total,0.2,ESTAT:SDG_05_40(1.0)
Belgium,2023,Total,0.2,ESTAT:SDG_05_40(1.0)
Bulgaria,2006,Total,0.3,ESTAT:SDG_05_40(1.0)
Bulgaria,2007,Total,0.3,ESTAT:SDG_05_40(1.0)
Bulgaria,2008,Total,0.2,ESTAT:SDG_05_40(1.0)
Bulgaria,2009,Total,0.1,ESTAT:SDG_05_40(1.0)
Bulgaria,2010,Total,0.2,ESTAT:SDG_05_40(1.0)
Bulgaria,2011,Total,0.1,ESTAT:SDG_05_40(1.0)
Bulgaria,2012,Total,0.2,ESTAT:SDG_05_40(1.0)
Bulgaria,2013,Total,0.2,ESTAT:SDG_05_40(1.0)
Bulgaria,2014,Total,0.2,ESTAT:SDG_05_40(1.0)
Bulgaria,2015,Total,,ESTAT:SDG_05_40(1.0)
Bulgaria,2016,Total,0.1,ESTAT:SDG_05_40(1.0)
Bulgaria,2017,Total,,ESTAT:SDG_05_40(1.0)
Bulgaria,2018,Total,,ESTAT:SDG_05_40(1.0)
Bulgaria,2019,Total,,ESTAT:SDG_05_40(1.0)
Bulgaria,2020,Total,,ESTAT:SDG_05_40(1.0)
Bulgaria,2021,Total,0.3,ESTAT:SDG_05_40(1.0)
Bulgaria,2022,Total,0.2,ESTAT:SDG_05_40(1.0)
Bulgaria,2023,Total,0.2,ESTAT:SDG_05_40(1.0)
Switzerland,2006,Total,1.7,ESTAT:SDG_05_40(1.0)
Switzerland,2007,Total,1.6,ESTAT:SDG_05_40(1.0)
Switzerland,2008,Total,1.3,ESTAT:SDG_05_40(1.0)
Switzerland,2009,Total,1.2,ESTAT:SDG_05_40(1.0)
Switzerland,2010,Total,1.4,ESTAT:SDG_05_40(1.0)
Switzerland,2011,Total,1.2,ESTAT:SDG_05_40(1.0)
Switzerland,2012,Total,1.1,ESTAT:SDG_05_40(1.0)
Switzerland,2013,Total,1.1,ESTAT:SDG_05_40(1.0)
Switzerland,2014,Total,1.1,ESTAT:SDG_05_40(1.0)
Switzerland,2015,Total,1.1,ESTAT:SDG_05_40(1.0)
Switzerland,2016,Total,1.1,ESTAT:SDG_05_40(1.0)
Switzerland,2017,Total,1.0,ESTAT:SDG_05_40(1.0)
Switzerland,2018,Total,0.9,ESTAT:SDG_05_40(1.0)
Switzerland,2019,Total,0.9,ESTAT:SDG_05_40(1.0)
Switzerland,2020,Total,0.8,ESTAT:SDG_05_40(1.0)
Switzerland,2021,Total,1.0,ESTAT:SDG_05_40(1.0)
Switzerland,2022,Total,1.0,ESTAT:SDG_05_40(1.0)
Switzerland,2023,Total,1.0,ESTAT:SDG_05_40(1.0)
Cyprus,2006,Total,0.8,ESTAT:SDG_05_40(1.0)
Cyprus,2007,Total,0.5,ESTAT:SDG_05_40(1.0)
Cyprus,2008,Total,0.4,ESTAT:SDG_05_40(1.0)
Cyprus,2009,Total,0.4,ESTAT:SDG_05_40(1.0)
Cyprus,2010,Total,0.5,ESTAT:SDG_05_40(1.0)
Cyprus,2011,Total,0.5,ESTAT:SDG_05_40(1.0)
Cyprus,2012,Total,0.6,ESTAT:SDG_05_40(1.0)
Cyprus,2013,Total,0.7,ESTAT:SDG_05_40(1.0)
Cyprus,2014,Total,0.7,ESTAT:SDG_05_40(1.0)
Cyprus,2015,Total,0.7,ESTAT:SDG_05_40(1.0)
Cyprus,2016,Total,0.7,ESTAT:SDG_05_40(1.0)
Cyprus,2017,Total,0.4,ESTAT:SDG_05_40(1.0)
Cyprus,2018,Total,0.5,ESTAT:SDG_05_40(1.0)
Cyprus,2019,Total,0.3,ESTAT:SDG_05_40(1.0)
Cyprus,2020,Total,0.3,ESTAT:SDG_05_40(1.0)
Cyprus,2021,Total,0.6,ESTAT:SDG_05_40(1.0)
Cyprus,2022,Total,0.4,ESTAT:SDG_05_40(1.0)
Cyprus,2023,Total,0.3,ESTAT:SDG_05_40(1.0)
Czechia,2006,Total,0.6,ESTAT:SDG_05_40(1.0)
Czechia,2007,Total,0.6,ESTAT:SDG_05_40(1.0)
Czechia,2008,Total,0.5,ESTAT:SDG_05_40(1.0)
Czechia,2009,Total,0.5,ESTAT:SDG_05_40(1.0)
Czechia,2010,Total,0.4,ESTAT:SDG_05_40(1.0)
Czechia,2011,Total,0.5,ESTAT:SDG_05_40(1.0)
Czechia,2012,Total,0.4,ESTAT:SDG_05_40(1.0)
Czechia,2013,Total,0.4,ESTAT:SDG_05_40(1.0)
Czechia,2014,Total,0.4,ESTAT:SDG_05_40(1.0)
Czechia,2015,Total,0.4,ESTAT:SDG_05_40(1.0)
Czechia,2016,Total,0.4,ESTAT:SDG_05_40(1.0)
Czechia,2017,Total,0.4,ESTAT:SDG_05_40(1.0)
Czechia,2018,Total,0.3,ESTAT:SDG_05_40(1.0)
Czechia,2019,Total,0.4,ESTAT:SDG_05_40(1.0)
Czechia,2020,Total,0.5,ESTAT:SDG_05_40(1.0)
Czechia,2021,Total,0.3,ESTAT:SDG_05_40(1.0)
Czechia,2022,Total,0.2,ESTAT:SDG_05_40(1.0)
Czechia,2023,Total,0.2,ESTAT:SDG_05_40(1.0)
Germany,2006,Total,0.4,ESTAT:SDG_05_40(1.0)
Germany,2007,Total,0.5,ESTAT:SDG_05_40(1.0)
Germany,2008,Total,0.5,ESTAT:SDG_05_40(1.0)
Germany,2009,Total,0.5,ESTAT:SDG_05_40(1.0)
Germany,2010,Total,0.5,ESTAT:SDG_05_40(1.0)
Germany,2011,Total,0.6,ESTAT:SDG_05_40(1.0)
Germany,2012,Total,0.7,ESTAT:SDG_05_40(1.0)
Germany,2013,Total,0.6,ESTAT:SDG_05_40(1.0)
Germany,2014,Total,0.6,ESTAT:SDG_05_40(1.0)
Germany,2015,Total,0.6,ESTAT:SDG_05_40(1.0)
Germany,2016,Total,0.6,ESTAT:SDG_05_40(1.0)
Germany,2017,Total,0.6,ESTAT:SDG_05_40(1.0)
Germany,2018,Total,0.6,ESTAT:SDG_05_40(1.0)
Germany,2019,Total,0.6,ESTAT:SDG_05_40(1.0)
Germany,2021,Total,0.7,ESTAT:SDG_05_40(1.0)
Germany,2022,Total,0.8,ESTAT:SDG_05_40(1.0)
Germany,2023,Total,0.7,ESTAT:SDG_05_40(1.0)
Denmark,2006,Total,0.1,ESTAT:SDG_05_40(1.0)
Denmark,2007,Total,0.2,ESTAT:SDG_05_40(1.0)
Denmark,2008,Total,0.2,ESTAT:SDG_05_40(1.0)
Denmark,2009,Total,0.1,ESTAT:SDG_05_40(1.0)
Denmark,2010,Total,0.2,ESTAT:SDG_05_40(1.0)
Denmark,2011,Total,0.2,ESTAT:SDG_05_40(1.0)
Denmark,2012,Total,0.1,ESTAT:SDG_05_40(1.0)
Denmark,2013,Total,0.1,ESTAT:SDG_05_40(1.0)
Denmark,2014,Total,0.2,ESTAT:SDG_05_40(1.0)
Denmark,2015,Total,0.1,ESTAT:SDG_05_40(1.0)
Denmark,2016,Total,0.2,ESTAT:SDG_05_40(1.0)
Denmark,2017,Total,0.2,ESTAT:SDG_05_40(1.0)
Denmark,2018,Total,0.2,ESTAT:SDG_05_40(1.0)
Denmark,2019,Total,0.2,ESTAT:SDG_05_40(1.0)
Denmark,2020,Total,0.2,ESTAT:SDG_05_40(1.0)
Denmark,2021,Total,0.1,ESTAT:SDG_05_40(1.0)
Denmark,2022,Total,0.1,ESTAT:SDG_05_40(1.0)
Denmark,2023,Total,0.1,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2006,Total,0.7,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2007,Total,0.6,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2008,Total,0.6,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2009,Total,0.6,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2010,Total,0.6,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2011,Total,0.6,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2012,Total,0.6,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2013,Total,0.7,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2014,Total,0.6,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2015,Total,0.7,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2016,Total,0.6,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2017,Total,0.7,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2018,Total,0.6,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2019,Total,0.6,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2020,Total,0.7,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2021,Total,0.6,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2022,Total,0.6,ESTAT:SDG_05_40(1.0)
Euro area – 20 countries (from 2023),2023,Total,0.6,ESTAT:SDG_05_40(1.0)
Estonia,2006,Total,1.1,ESTAT:SDG_05_40(1.0)
Estonia,2007,Total,1.3,ESTAT:SDG_05_40(1.0)
Estonia,2008,Total,1.0,ESTAT:SDG_05_40(1.0)
Estonia,2009,Total,0.9,ESTAT:SDG_05_40(1.0)
Estonia,2010,Total,0.9,ESTAT:SDG_05_40(1.0)
Estonia,2011,Total,0.9,ESTAT:SDG_05_40(1.0)
Estonia,2012,Total,1.0,ESTAT:SDG_05_40(1.0)
Estonia,2013,Total,0.8,ESTAT:SDG_05_40(1.0)
Estonia,2014,Total,0.8,ESTAT:SDG_05_40(1.0)
Estonia,2015,Total,0.9,ESTAT:SDG_05_40(1.0)
Estonia,2016,Total,1.0,ESTAT:SDG_05_40(1.0)
Estonia,2017,Total,1.0,ESTAT:SDG_05_40(1.0)
Estonia,2018,Total,1.0,ESTAT:SDG_05_40(1.0)
Estonia,2019,Total,0.8,ESTAT:SDG_05_40(1.0)
Estonia,2020,Total,1.0,ESTAT:SDG_05_40(1.0)
Estonia,2021,Total,0.4,ESTAT:SDG_05_40(1.0)
Estonia,2022,Total,0.5,ESTAT:SDG_05_40(1.0)
Estonia,2023,Total,0.5,ESTAT:SDG_05_40(1.0)
Greece,2006,Total,0.4,ESTAT:SDG_05_40(1.0)
Greece,2007,Total,0.4,ESTAT:SDG_05_40(1.0)
Greece,2008,Total,0.4,ESTAT:SDG_05_40(1.0)
Greece,2009,Total,0.4,ESTAT:SDG_05_40(1.0)
Greece,2010,Total,0.4,ESTAT:SDG_05_40(1.0)
Greece,2011,Total,0.4,ESTAT:SDG_05_40(1.0)
Greece,2012,Total,0.5,ESTAT:SDG_05_40(1.0)
Greece,2013,Total,0.5,ESTAT:SDG_05_40(1.0)
Greece,2014,Total,0.5,ESTAT:SDG_05_40(1.0)
Greece,2015,Total,0.5,ESTAT:SDG_05_40(1.0)
Greece,2016,Total,0.5,ESTAT:SDG_05_40(1.0)
Greece,2017,Total,0.5,ESTAT:SDG_05_40(1.0)
Greece,2018,Total,0.5,ESTAT:SDG_05_40(1.0)
Greece,2019,Total,0.5,ESTAT:SDG_05_40(1.0)
Greece,2020,Total,0.5,ESTAT:SDG_05_40(1.0)
Greece,2021,Total,0.6,ESTAT:SDG_05_40(1.0)
Greece,2022,Total,0.5,ESTAT:SDG_05_40(1.0)
Greece,2023,Total,0.4,ESTAT:SDG_05_40(1.0)
Spain,2006,Total,0.7,ESTAT:SDG_05_40(1.0)
Spain,2007,Total,0.7,ESTAT:SDG_05_40(1.0)
Spain,2008,Total,0.6,ESTAT:SDG_05_40(1.0)
Spain,2009,Total,0.6,ESTAT:SDG_05_40(1.0)
Spain,2010,Total,0.7,ESTAT:SDG_05_40(1.0)
Spain,2011,Total,0.6,ESTAT:SDG_05_40(1.0)
Spain,2012,Total,0.6,ESTAT:SDG_05_40(1.0)
Spain,2013,Total,0.6,ESTAT:SDG_05_40(1.0)
Spain,2014,Total,0.5,ESTAT:SDG_05_40(1.0)
Spain,2015,Total,0.5,ESTAT:SDG_05_40(1.0)
Spain,2016,Total,0.6,ESTAT:SDG_05_40(1.0)
Spain,2017,Total,0.6,ESTAT:SDG_05_40(1.0)
Spain,2018,Total,0.6,ESTAT:SDG_05_40(1.0)
Spain,2019,Total,0.5,ESTAT:SDG_05_40(1.0)
Spain,2020,Total,0.5,ESTAT:SDG_05_40(1.0)
Spain,2021,Total,0.7,ESTAT:SDG_05_40(1.0)
Spain,2022,Total,0.7,ESTAT:SDG_05_40(1.0)
Spain,2023,Total,0.6,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2006,Total,0.7,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2007,Total,0.7,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2008,Total,0.7,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2009,Total,0.6,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2010,Total,0.6,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2011,Total,0.6,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2012,Total,0.6,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2013,Total,0.7,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2014,Total,0.7,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2015,Total,0.7,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2016,Total,0.7,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2017,Total,0.7,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2018,Total,0.7,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2019,Total,0.6,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2020,Total,0.7,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2021,Total,0.6,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2022,Total,0.5,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2023,Total,0.5,ESTAT:SDG_05_40(1.0)
Finland,2008,Total,0.1,ESTAT:SDG_05_40(1.0)
Finland,2009,Total,0.1,ESTAT:SDG_05_40(1.0)
Finland,2010,Total,0.1,ESTAT:SDG_05_40(1.0)
Finland,2011,Total,0.1,ESTAT:SDG_05_40(1.0)
Finland,2012,Total,0.1,ESTAT:SDG_05_40(1.0)
Finland,2013,Total,0.2,ESTAT:SDG_05_40(1.0)
Finland,2014,Total,0.1,ESTAT:SDG_05_40(1.0)
Finland,2015,Total,0.2,ESTAT:SDG_05_40(1.0)
Finland,2016,Total,0.1,ESTAT:SDG_05_40(1.0)
Finland,2017,Total,0.2,ESTAT:SDG_05_40(1.0)
Finland,2018,Total,0.2,ESTAT:SDG_05_40(1.0)
Finland,2019,Total,0.1,ESTAT:SDG_05_40(1.0)
Finland,2020,Total,0.1,ESTAT:SDG_05_40(1.0)
Finland,2021,Total,0.1,ESTAT:SDG_05_40(1.0)
Finland,2022,Total,0.1,ESTAT:SDG_05_40(1.0)
Finland,2023,Total,0.1,ESTAT:SDG_05_40(1.0)
France,2006,Total,0.4,ESTAT:SDG_05_40(1.0)
France,2007,Total,0.2,ESTAT:SDG_05_40(1.0)
France,2008,Total,0.2,ESTAT:SDG_05_40(1.0)
France,2009,Total,0.2,ESTAT:SDG_05_40(1.0)
France,2010,Total,0.2,ESTAT:SDG_05_40(1.0)
France,2011,Total,0.2,ESTAT:SDG_05_40(1.0)
France,2012,Total,0.2,ESTAT:SDG_05_40(1.0)
France,2013,Total,0.4,ESTAT:SDG_05_40(1.0)
France,2014,Total,0.4,ESTAT:SDG_05_40(1.0)
France,2015,Total,0.6,ESTAT:SDG_05_40(1.0)
France,2016,Total,0.5,ESTAT:SDG_05_40(1.0)
France,2017,Total,0.6,ESTAT:SDG_05_40(1.0)
France,2018,Total,0.6,ESTAT:SDG_05_40(1.0)
France,2019,Total,0.6,ESTAT:SDG_05_40(1.0)
France,2020,Total,0.5,ESTAT:SDG_05_40(1.0)
France,2021,Total,0.4,ESTAT:SDG_05_40(1.0)
France,2022,Total,0.4,ESTAT:SDG_05_40(1.0)
France,2023,Total,0.4,ESTAT:SDG_05_40(1.0)
Croatia,2006,Total,0.5,ESTAT:SDG_05_40(1.0)
Croatia,2007,Total,0.4,ESTAT:SDG_05_40(1.0)
Croatia,2008,Total,0.4,ESTAT:SDG_05_40(1.0)
Croatia,2009,Total,0.4,ESTAT:SDG_05_40(1.0)
Croatia,2010,Total,0.4,ESTAT:SDG_05_40(1.0)
Croatia,2011,Total,0.5,ESTAT:SDG_05_40(1.0)
Croatia,2012,Total,0.6,ESTAT:SDG_05_40(1.0)
Croatia,2013,Total,0.8,ESTAT:SDG_05_40(1.0)
Croatia,2014,Total,0.5,ESTAT:SDG_05_40(1.0)
Croatia,2015,Total,0.5,ESTAT:SDG_05_40(1.0)
Croatia,2016,Total,0.7,ESTAT:SDG_05_40(1.0)
Croatia,2017,Total,0.6,ESTAT:SDG_05_40(1.0)
Croatia,2018,Total,0.6,ESTAT:SDG_05_40(1.0)
Croatia,2019,Total,0.4,ESTAT:SDG_05_40(1.0)
Croatia,2020,Total,0.3,ESTAT:SDG_05_40(1.0)
Croatia,2021,Total,0.3,ESTAT:SDG_05_40(1.0)
Croatia,2022,Total,0.4,ESTAT:SDG_05_40(1.0)
Croatia,2023,Total,0.4,ESTAT:SDG_05_40(1.0)
Hungary,2006,Total,0.7,ESTAT:SDG_05_40(1.0)
Hungary,2007,Total,0.8,ESTAT:SDG_05_40(1.0)
Hungary,2008,Total,0.8,ESTAT:SDG_05_40(1.0)
Hungary,2009,Total,0.8,ESTAT:SDG_05_40(1.0)
Hungary,2010,Total,0.8,ESTAT:SDG_05_40(1.0)
Hungary,2011,Total,0.9,ESTAT:SDG_05_40(1.0)
Hungary,2012,Total,0.8,ESTAT:SDG_05_40(1.0)
Hungary,2013,Total,0.8,ESTAT:SDG_05_40(1.0)
Hungary,2014,Total,0.8,ESTAT:SDG_05_40(1.0)
Hungary,2015,Total,0.9,ESTAT:SDG_05_40(1.0)
Hungary,2016,Total,0.9,ESTAT:SDG_05_40(1.0)
Hungary,2017,Total,0.8,ESTAT:SDG_05_40(1.0)
Hungary,2018,Total,0.8,ESTAT:SDG_05_40(1.0)
Hungary,2019,Total,0.8,ESTAT:SDG_05_40(1.0)
Hungary,2020,Total,0.9,ESTAT:SDG_05_40(1.0)
Hungary,2021,Total,0.4,ESTAT:SDG_05_40(1.0)
Hungary,2022,Total,0.3,ESTAT:SDG_05_40(1.0)
Hungary,2023,Total,0.2,ESTAT:SDG_05_40(1.0)
Ireland,2006,Total,0.6,ESTAT:SDG_05_40(1.0)
Ireland,2007,Total,0.5,ESTAT:SDG_05_40(1.0)
Ireland,2008,Total,0.4,ESTAT:SDG_05_40(1.0)
Ireland,2009,Total,0.4,ESTAT:SDG_05_40(1.0)
Ireland,2010,Total,0.5,ESTAT:SDG_05_40(1.0)
Ireland,2011,Total,0.5,ESTAT:SDG_05_40(1.0)
Ireland,2012,Total,0.5,ESTAT:SDG_05_40(1.0)
Ireland,2013,Total,0.6,ESTAT:SDG_05_40(1.0)
Ireland,2014,Total,0.5,ESTAT:SDG_05_40(1.0)
Ireland,2015,Total,0.5,ESTAT:SDG_05_40(1.0)
Ireland,2016,Total,0.4,ESTAT:SDG_05_40(1.0)
Ireland,2017,Total,1.0,ESTAT:SDG_05_40(1.0)
Ireland,2018,Total,1.7,ESTAT:SDG_05_40(1.0)
Ireland,2019,Total,1.5,ESTAT:SDG_05_40(1.0)
Ireland,2020,Total,1.5,ESTAT:SDG_05_40(1.0)
Ireland,2021,Total,1.3,ESTAT:SDG_05_40(1.0)
Ireland,2022,Total,1.0,ESTAT:SDG_05_40(1.0)
Ireland,2023,Total,1.1,ESTAT:SDG_05_40(1.0)
Iceland,2006,Total,,ESTAT:SDG_05_40(1.0)
Iceland,2007,Total,,ESTAT:SDG_05_40(1.0)
Iceland,2008,Total,,ESTAT:SDG_05_40(1.0)
Iceland,2009,Total,,ESTAT:SDG_05_40(1.0)
Iceland,2010,Total,,ESTAT:SDG_05_40(1.0)
Iceland,2011,Total,,ESTAT:SDG_05_40(1.0)
Iceland,2012,Total,,ESTAT:SDG_05_40(1.0)
Iceland,2013,Total,,ESTAT:SDG_05_40(1.0)
Iceland,2014,Total,,ESTAT:SDG_05_40(1.0)
Iceland,2015,Total,,ESTAT:SDG_05_40(1.0)
Iceland,2016,Total,,ESTAT:SDG_05_40(1.0)
Iceland,2017,Total,,ESTAT:SDG_05_40(1.0)
Iceland,2018,Total,,ESTAT:SDG_05_40(1.0)
Iceland,2019,Total,,ESTAT:SDG_05_40(1.0)
Iceland,2020,Total,,ESTAT:SDG_05_40(1.0)
Iceland,2021,Total,,ESTAT:SDG_05_40(1.0)
Iceland,2022,Total,,ESTAT:SDG_05_40(1.0)
Iceland,2023,Total,,ESTAT:SDG_05_40(1.0)
Italy,2006,Total,1.7,ESTAT:SDG_05_40(1.0)
Italy,2007,Total,1.7,ESTAT:SDG_05_40(1.0)
Italy,2008,Total,1.7,ESTAT:SDG_05_40(1.0)
Italy,2009,Total,1.4,ESTAT:SDG_05_40(1.0)
Italy,2010,Total,1.4,ESTAT:SDG_05_40(1.0)
Italy,2011,Total,1.2,ESTAT:SDG_05_40(1.0)
Italy,2012,Total,1.4,ESTAT:SDG_05_40(1.0)
Italy,2013,Total,1.3,ESTAT:SDG_05_40(1.0)
Italy,2014,Total,1.3,ESTAT:SDG_05_40(1.0)
Italy,2015,Total,1.3,ESTAT:SDG_05_40(1.0)
Italy,2016,Total,1.2,ESTAT:SDG_05_40(1.0)
Italy,2017,Total,1.2,ESTAT:SDG_05_40(1.0)
Italy,2018,Total,1.2,ESTAT:SDG_05_40(1.0)
Italy,2019,Total,1.1,ESTAT:SDG_05_40(1.0)
Italy,2020,Total,1.1,ESTAT:SDG_05_40(1.0)
Italy,2021,Total,1.0,ESTAT:SDG_05_40(1.0)
Italy,2022,Total,0.8,ESTAT:SDG_05_40(1.0)
Italy,2023,Total,0.8,ESTAT:SDG_05_40(1.0)
Lithuania,2006,Total,,ESTAT:SDG_05_40(1.0)
Lithuania,2007,Total,0.3,ESTAT:SDG_05_40(1.0)
Lithuania,2008,Total,0.6,ESTAT:SDG_05_40(1.0)
Lithuania,2009,Total,0.4,ESTAT:SDG_05_40(1.0)
Lithuania,2010,Total,0.4,ESTAT:SDG_05_40(1.0)
Lithuania,2011,Total,0.3,ESTAT:SDG_05_40(1.0)
Lithuania,2012,Total,0.3,ESTAT:SDG_05_40(1.0)
Lithuania,2013,Total,0.4,ESTAT:SDG_05_40(1.0)
Lithuania,2014,Total,0.3,ESTAT:SDG_05_40(1.0)
Lithuania,2015,Total,0.2,ESTAT:SDG_05_40(1.0)
Lithuania,2016,Total,0.1,ESTAT:SDG_05_40(1.0)
Lithuania,2017,Total,0.1,ESTAT:SDG_05_40(1.0)
Lithuania,2018,Total,0.1,ESTAT:SDG_05_40(1.0)
Lithuania,2019,Total,0.1,ESTAT:SDG_05_40(1.0)
Lithuania,2020,Total,0.1,ESTAT:SDG_05_40(1.0)
Lithuania,2021,Total,0.2,ESTAT:SDG_05_40(1.0)
Lithuania,2022,Total,0.2,ESTAT:SDG_05_40(1.0)
Lithuania,2023,Total,0.2,ESTAT:SDG_05_40(1.0)
Luxembourg,2006,Total,0.3,ESTAT:SDG_05_40(1.0)
Luxembourg,2007,Total,,ESTAT:SDG_05_40(1.0)
Luxembourg,2008,Total,0.3,ESTAT:SDG_05_40(1.0)
Luxembourg,2009,Total,1.2,ESTAT:SDG_05_40(1.0)
Luxembourg,2010,Total,0.9,ESTAT:SDG_05_40(1.0)
Luxembourg,2011,Total,0.9,ESTAT:SDG_05_40(1.0)
Luxembourg,2012,Total,0.7,ESTAT:SDG_05_40(1.0)
Luxembourg,2013,Total,0.7,ESTAT:SDG_05_40(1.0)
Luxembourg,2014,Total,0.7,ESTAT:SDG_05_40(1.0)
Luxembourg,2015,Total,1.0,ESTAT:SDG_05_40(1.0)
Luxembourg,2016,Total,0.9,ESTAT:SDG_05_40(1.0)
Luxembourg,2017,Total,1.1,ESTAT:SDG_05_40(1.0)
Luxembourg,2018,Total,0.9,ESTAT:SDG_05_40(1.0)
Luxembourg,2019,Total,0.7,ESTAT:SDG_05_40(1.0)
Luxembourg,2020,Total,0.6,ESTAT:SDG_05_40(1.0)
Luxembourg,2021,Total,0.4,ESTAT:SDG_05_40(1.0)
Luxembourg,2022,Total,0.3,ESTAT:SDG_05_40(1.0)
Luxembourg,2023,Total,,ESTAT:SDG_05_40(1.0)
Latvia,2006,Total,1.6,ESTAT:SDG_05_40(1.0)
Latvia,2007,Total,1.6,ESTAT:SDG_05_40(1.0)
Latvia,2008,Total,1.1,ESTAT:SDG_05_40(1.0)
Latvia,2009,Total,1.2,ESTAT:SDG_05_40(1.0)
Latvia,2010,Total,1.0,ESTAT:SDG_05_40(1.0)
Latvia,2011,Total,1.2,ESTAT:SDG_05_40(1.0)
Latvia,2012,Total,0.9,ESTAT:SDG_05_40(1.0)
