country,year,vehicle,value,source
Ireland,2002,"Trains, motor coaches, buses and trolley buses - sum of available data",19.0,ESTAT:SDG_09_50(1.0)
Ireland,2003,"Trains, motor coaches, buses and trolley buses - sum of available data",18.6,ESTAT:SDG_09_50(1.0)
Ireland,2004,"Trains, motor coaches, buses and trolley buses - sum of available data",18.1,ESTAT:SDG_09_50(1.0)
Ireland,2005,"Trains, motor coaches, buses and trolley buses - sum of available data",17.9,ESTAT:SDG_09_50(1.0)
Ireland,2006,"Trains, motor coaches, buses and trolley buses - sum of available data",17.7,ESTAT:SDG_09_50(1.0)
Ireland,2007,"Trains, motor coaches, buses and trolley buses - sum of available data",17.7,ESTAT:SDG_09_50(1.0)
Ireland,2008,"Trains, motor coaches, buses and trolley buses - sum of available data",17.7,ESTAT:SDG_09_50(1.0)
Ireland,2009,"Trains, motor coaches, buses and trolley buses - sum of available data",17.9,ESTAT:SDG_09_50(1.0)
Ireland,2010,"Trains, motor coaches, buses and trolley buses - sum of available data",17.4,ESTAT:SDG_09_50(1.0)
Ireland,2011,"Trains, motor coaches, buses and trolley buses - sum of available data",17.4,ESTAT:SDG_09_50(1.0)
Ireland,2012,"Trains, motor coaches, buses and trolley buses - sum of available data",17.2,ESTAT:SDG_09_50(1.0)
Ireland,2013,"Trains, motor coaches, buses and trolley buses - sum of available data",16.8,ESTAT:SDG_09_50(1.0)
Ireland,2014,"Trains, motor coaches, buses and trolley buses - sum of available data",17.7,ESTAT:SDG_09_50(1.0)
Ireland,2015,"Trains, motor coaches, buses and trolley buses - sum of available data",16.7,ESTAT:SDG_09_50(1.0)
Ireland,2016,"Trains, motor coaches, buses and trolley buses - sum of available data",16.6,ESTAT:SDG_09_50(1.0)
Ireland,2017,"Trains, motor coaches, buses and trolley buses - sum of available data",17.4,ESTAT:SDG_09_50(1.0)
Ireland,2018,"Trains, motor coaches, buses and trolley buses - sum of available data",18.3,ESTAT:SDG_09_50(1.0)
Ireland,2019,"Trains, motor coaches, buses and trolley buses - sum of available data",18.2,ESTAT:SDG_09_50(1.0)
Ireland,2020,"Trains, motor coaches, buses and trolley buses - sum of available data",13.9,ESTAT:SDG_09_50(1.0)
Ireland,2021,"Trains, motor coaches, buses and trolley buses - sum of available data",14.3,ESTAT:SDG_09_50(1.0)
Ireland,2022,"Trains, motor coaches, buses and trolley buses - sum of available data",18.4,ESTAT:SDG_09_50(1.0)
Iceland,2000,"Trains, motor coaches, buses and trolley buses - sum of available data",13.0,ESTAT:SDG_09_50(1.0)
Iceland,2001,"Trains, motor coaches, buses and trolley buses - sum of available data",12.8,ESTAT:SDG_09_50(1.0)
Iceland,2002,"Trains, motor coaches, buses and trolley buses - sum of available data",12.8,ESTAT:SDG_09_50(1.0)
Iceland,2003,"Trains, motor coaches, buses and trolley buses - sum of available data",12.8,ESTAT:SDG_09_50(1.0)
Iceland,2004,"Trains, motor coaches, buses and trolley buses - sum of available data",12.8,ESTAT:SDG_09_50(1.0)
Iceland,2005,"Trains, motor coaches, buses and trolley buses - sum of available data",12.8,ESTAT:SDG_09_50(1.0)
Iceland,2006,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4,ESTAT:SDG_09_50(1.0)
Iceland,2007,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4,ESTAT:SDG_09_50(1.0)
Iceland,2008,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4,ESTAT:SDG_09_50(1.0)
Iceland,2009,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4,ESTAT:SDG_09_50(1.0)
Iceland,2010,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4,ESTAT:SDG_09_50(1.0)
Iceland,2011,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4,ESTAT:SDG_09_50(1.0)
Iceland,2012,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4,ESTAT:SDG_09_50(1.0)
Iceland,2013,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4,ESTAT:SDG_09_50(1.0)
Iceland,2014,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4,ESTAT:SDG_09_50(1.0)
Iceland,2015,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4,ESTAT:SDG_09_50(1.0)
Iceland,2016,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4,ESTAT:SDG_09_50(1.0)
Iceland,2017,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4,ESTAT:SDG_09_50(1.0)
Iceland,2018,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4,ESTAT:SDG_09_50(1.0)
Iceland,2019,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4,ESTAT:SDG_09_50(1.0)
Iceland,2020,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4,ESTAT:SDG_09_50(1.0)
Iceland,2021,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4,ESTAT:SDG_09_50(1.0)
Iceland,2022,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4,ESTAT:SDG_09_50(1.0)
Italy,2000,"Trains, motor coaches, buses and trolley buses - sum of available data",16.7,ESTAT:SDG_09_50(1.0)
Italy,2001,"Trains, motor coaches, buses and trolley buses - sum of available data",16.9,ESTAT:SDG_09_50(1.0)
Italy,2002,"Trains, motor coaches, buses and trolley buses - sum of available data",16.9,ESTAT:SDG_09_50(1.0)
Italy,2003,"Trains, motor coaches, buses and trolley buses - sum of available data",16.9,ESTAT:SDG_09_50(1.0)
Italy,2004,"Trains, motor coaches, buses and trolley buses - sum of available data",17.0,ESTAT:SDG_09_50(1.0)
Italy,2005,"Trains, motor coaches, buses and trolley buses - sum of available data",18.2,ESTAT:SDG_09_50(1.0)
Italy,2006,"Trains, motor coaches, buses and trolley buses - sum of available data",18.5,ESTAT:SDG_09_50(1.0)
Italy,2007,"Trains, motor coaches, buses and trolley buses - sum of available data",18.4,ESTAT:SDG_09_50(1.0)
Italy,2008,"Trains, motor coaches, buses and trolley buses - sum of available data",18.3,ESTAT:SDG_09_50(1.0)
Italy,2009,"Trains, motor coaches, buses and trolley buses - sum of available data",17.2,ESTAT:SDG_09_50(1.0)
Italy,2010,"Trains, motor coaches, buses and trolley buses - sum of available data",18.3,ESTAT:SDG_09_50(1.0)
Italy,2011,"Trains, motor coaches, buses and trolley buses - sum of available data",18.9,ESTAT:SDG_09_50(1.0)
Italy,2012,"Trains, motor coaches, buses and trolley buses - sum of available data",21.1,ESTAT:SDG_09_50(1.0)
Italy,2013,"Trains, motor coaches, buses and trolley buses - sum of available data",20.3,ESTAT:SDG_09_50(1.0)
Italy,2014,"Trains, motor coaches, buses and trolley buses - sum of available data",19.2,ESTAT:SDG_09_50(1.0)
Italy,2015,"Trains, motor coaches, buses and trolley buses - sum of available data",18.6,ESTAT:SDG_09_50(1.0)
Italy,2016,"Trains, motor coaches, buses and trolley buses - sum of available data",18.0,ESTAT:SDG_09_50(1.0)
Italy,2017,"Trains, motor coaches, buses and trolley buses - sum of available data",17.3,ESTAT:SDG_09_50(1.0)
Italy,2018,"Trains, motor coaches, buses and trolley buses - sum of available data",18.0,ESTAT:SDG_09_50(1.0)
Italy,2019,"Trains, motor coaches, buses and trolley buses - sum of available data",18.0,ESTAT:SDG_09_50(1.0)
Italy,2020,"Trains, motor coaches, buses and trolley buses - sum of available data",15.0,ESTAT:SDG_09_50(1.0)
Italy,2021,"Trains, motor coaches, buses and trolley buses - sum of available data",15.3,ESTAT:SDG_09_50(1.0)
Italy,2022,"Trains, motor coaches, buses and trolley buses - sum of available data",18.3,ESTAT:SDG_09_50(1.0)
Lithuania,2000,"Trains, motor coaches, buses and trolley buses - sum of available data",17.8,ESTAT:SDG_09_50(1.0)
Lithuania,2001,"Trains, motor coaches, buses and trolley buses - sum of available data",17.4,ESTAT:SDG_09_50(1.0)
Lithuania,2002,"Trains, motor coaches, buses and trolley buses - sum of available data",18.0,ESTAT:SDG_09_50(1.0)
Lithuania,2003,"Trains, motor coaches, buses and trolley buses - sum of available data",15.0,ESTAT:SDG_09_50(1.0)
Lithuania,2004,"Trains, motor coaches, buses and trolley buses - sum of available data",12.9,ESTAT:SDG_09_50(1.0)
Lithuania,2005,"Trains, motor coaches, buses and trolley buses - sum of available data",10.2,ESTAT:SDG_09_50(1.0)
Lithuania,2006,"Trains, motor coaches, buses and trolley buses - sum of available data",9.1,ESTAT:SDG_09_50(1.0)
Lithuania,2007,"Trains, motor coaches, buses and trolley buses - sum of available data",9.0,ESTAT:SDG_09_50(1.0)
Lithuania,2008,"Trains, motor coaches, buses and trolley buses - sum of available data",8.8,ESTAT:SDG_09_50(1.0)
Lithuania,2009,"Trains, motor coaches, buses and trolley buses - sum of available data",7.7,ESTAT:SDG_09_50(1.0)
Lithuania,2010,"Trains, motor coaches, buses and trolley buses - sum of available data",8.3,ESTAT:SDG_09_50(1.0)
Lithuania,2011,"Trains, motor coaches, buses and trolley buses - sum of available data",9.2,ESTAT:SDG_09_50(1.0)
Lithuania,2012,"Trains, motor coaches, buses and trolley buses - sum of available data",8.1,ESTAT:SDG_09_50(1.0)
Lithuania,2013,"Trains, motor coaches, buses and trolley buses - sum of available data",8.6,ESTAT:SDG_09_50(1.0)
Lithuania,2014,"Trains, motor coaches, buses and trolley buses - sum of available data",11.7,ESTAT:SDG_09_50(1.0)
Lithuania,2015,"Trains, motor coaches, buses and trolley buses - sum of available data",10.8,ESTAT:SDG_09_50(1.0)
Lithuania,2016,"Trains, motor coaches, buses and trolley buses - sum of available data",10.1,ESTAT:SDG_09_50(1.0)
Lithuania,2017,"Trains, motor coaches, buses and trolley buses - sum of available data",8.9,ESTAT:SDG_09_50(1.0)
Lithuania,2018,"Trains, motor coaches, buses and trolley buses - sum of available data",9.6,ESTAT:SDG_09_50(1.0)
Lithuania,2019,"Trains, motor coaches, buses and trolley buses - sum of available data",9.4,ESTAT:SDG_09_50(1.0)
Lithuania,2020,"Trains, motor coaches, buses and trolley buses - sum of available data",5.8,ESTAT:SDG_09_50(1.0)
Lithuania,2021,"Trains, motor coaches, buses and trolley buses - sum of available data",5.3,ESTAT:SDG_09_50(1.0)
Lithuania,2022,"Trains, motor coaches, buses and trolley buses - sum of available data",7.1,ESTAT:SDG_09_50(1.0)
Luxembourg,2000,"Trains, motor coaches, buses and trolley buses - sum of available data",14.5,ESTAT:SDG_09_50(1.0)
Luxembourg,2001,"Trains, motor coaches, buses and trolley buses - sum of available data",14.8,ESTAT:SDG_09_50(1.0)
Luxembourg,2002,"Trains, motor coaches, buses and trolley buses - sum of available data",14.3,ESTAT:SDG_09_50(1.0)
Luxembourg,2003,"Trains, motor coaches, buses and trolley buses - sum of available data",14.3,ESTAT:SDG_09_50(1.0)
Luxembourg,2004,"Trains, motor coaches, buses and trolley buses - sum of available data",14.4,ESTAT:SDG_09_50(1.0)
Luxembourg,2005,"Trains, motor coaches, buses and trolley buses - sum of available data",14.5,ESTAT:SDG_09_50(1.0)
Luxembourg,2006,"Trains, motor coaches, buses and trolley buses - sum of available data",14.7,ESTAT:SDG_09_50(1.0)
Luxembourg,2007,"Trains, motor coaches, buses and trolley buses - sum of available data",15.1,ESTAT:SDG_09_50(1.0)
Luxembourg,2008,"Trains, motor coaches, buses and trolley buses - sum of available data",15.8,ESTAT:SDG_09_50(1.0)
Luxembourg,2009,"Trains, motor coaches, buses and trolley buses - sum of available data",15.6,ESTAT:SDG_09_50(1.0)
Luxembourg,2010,"Trains, motor coaches, buses and trolley buses - sum of available data",16.5,ESTAT:SDG_09_50(1.0)
Luxembourg,2011,"Trains, motor coaches, buses and trolley buses - sum of available data",16.9,ESTAT:SDG_09_50(1.0)
Luxembourg,2012,"Trains, motor coaches, buses and trolley buses - sum of available data",17.0,ESTAT:SDG_09_50(1.0)
Luxembourg,2013,"Trains, motor coaches, buses and trolley buses - sum of available data",17.2,ESTAT:SDG_09_50(1.0)
Luxembourg,2014,"Trains, motor coaches, buses and trolley buses - sum of available data",16.4,ESTAT:SDG_09_50(1.0)
Luxembourg,2015,"Trains, motor coaches, buses and trolley buses - sum of available data",17.1,ESTAT:SDG_09_50(1.0)
Luxembourg,2016,"Trains, motor coaches, buses and trolley buses - sum of available data",16.9,ESTAT:SDG_09_50(1.0)
Luxembourg,2017,"Trains, motor coaches, buses and trolley buses - sum of available data",17.1,ESTAT:SDG_09_50(1.0)
Luxembourg,2018,"Trains, motor coaches, buses and trolley buses - sum of available data",17.1,ESTAT:SDG_09_50(1.0)
Luxembourg,2019,"Trains, motor coaches, buses and trolley buses - sum of available data",17.4,ESTAT:SDG_09_50(1.0)
Luxembourg,2020,"Trains, motor coaches, buses and trolley buses - sum of available data",13.4,ESTAT:SDG_09_50(1.0)
Luxembourg,2021,"Trains, motor coaches, buses and trolley buses - sum of available data",13.7,ESTAT:SDG_09_50(1.0)
Luxembourg,2022,"Trains, motor coaches, buses and trolley buses - sum of available data",16.9,ESTAT:SDG_09_50(1.0)
Latvia,2000,"Trains, motor coaches, buses and trolley buses - sum of available data",23.1,ESTAT:SDG_09_50(1.0)
Latvia,2001,"Trains, motor coaches, buses and trolley buses - sum of available data",20.1,ESTAT:SDG_09_50(1.0)
Latvia,2002,"Trains, motor coaches, buses and trolley buses - sum of available data",23.4,ESTAT:SDG_09_50(1.0)
Latvia,2003,"Trains, motor coaches, buses and trolley buses - sum of available data",24.3,ESTAT:SDG_09_50(1.0)
Latvia,2004,"Trains, motor coaches, buses and trolley buses - sum of available data",26.2,ESTAT:SDG_09_50(1.0)
Latvia,2005,"Trains, motor coaches, buses and trolley buses - sum of available data",26.5,ESTAT:SDG_09_50(1.0)
Latvia,2006,"Trains, motor coaches, buses and trolley buses - sum of available data",23.4,ESTAT:SDG_09_50(1.0)
Latvia,2007,"Trains, motor coaches, buses and trolley buses - sum of available data",20.6,ESTAT:SDG_09_50(1.0)
Latvia,2008,"Trains, motor coaches, buses and trolley buses - sum of available data",21.3,ESTAT:SDG_09_50(1.0)
Latvia,2009,"Trains, motor coaches, buses and trolley buses - sum of available data",19.8,ESTAT:SDG_09_50(1.0)
Latvia,2010,"Trains, motor coaches, buses and trolley buses - sum of available data",21.8,ESTAT:SDG_09_50(1.0)
Latvia,2011,"Trains, motor coaches, buses and trolley buses - sum of available data",23.8,ESTAT:SDG_09_50(1.0)
Latvia,2012,"Trains, motor coaches, buses and trolley buses - sum of available data",23.1,ESTAT:SDG_09_50(1.0)
Latvia,2013,"Trains, motor coaches, buses and trolley buses - sum of available data",22.7,ESTAT:SDG_09_50(1.0)
Latvia,2014,"Trains, motor coaches, buses and trolley buses - sum of available data",21.0,ESTAT:SDG_09_50(1.0)
Latvia,2015,"Trains, motor coaches, buses and trolley buses - sum of available data",19.3,ESTAT:SDG_09_50(1.0)
Latvia,2016,"Trains, motor coaches, buses and trolley buses - sum of available data",18.5,ESTAT:SDG_09_50(1.0)
Latvia,2017,"Trains, motor coaches, buses and trolley buses - sum of available data",17.3,ESTAT:SDG_09_50(1.0)
Latvia,2018,"Trains, motor coaches, buses and trolley buses - sum of available data",17.3,ESTAT:SDG_09_50(1.0)
Latvia,2019,"Trains, motor coaches, buses and trolley buses - sum of available data",17.2,ESTAT:SDG_09_50(1.0)
Latvia,2020,"Trains, motor coaches, buses and trolley buses - sum of available data",12.3,ESTAT:SDG_09_50(1.0)
Latvia,2021,"Trains, motor coaches, buses and trolley buses - sum of available data",11.5,ESTAT:SDG_09_50(1.0)
Latvia,2022,"Trains, motor coaches, buses and trolley buses - sum of available data",15.3,ESTAT:SDG_09_50(1.0)
Montenegro,2010,"Trains, motor coaches, buses and trolley buses - sum of available data",4.0,ESTAT:SDG_09_50(1.0)
Montenegro,2011,"Trains, motor coaches, buses and trolley buses - sum of available data",3.6,ESTAT:SDG_09_50(1.0)
Montenegro,2012,"Trains, motor coaches, buses and trolley buses - sum of available data",4.2,ESTAT:SDG_09_50(1.0)
Montenegro,2013,"Trains, motor coaches, buses and trolley buses - sum of available data",4.3,ESTAT:SDG_09_50(1.0)
Montenegro,2014,"Trains, motor coaches, buses and trolley buses - sum of available data",4.4,ESTAT:SDG_09_50(1.0)
Montenegro,2015,"Trains, motor coaches, buses and trolley buses - sum of available data",4.5,ESTAT:SDG_09_50(1.0)
Montenegro,2016,"Trains, motor coaches, buses and trolley buses - sum of available data",4.2,ESTAT:SDG_09_50(1.0)
Montenegro,2017,"Trains, motor coaches, buses and trolley buses - sum of available data",3.6,ESTAT:SDG_09_50(1.0)
Montenegro,2018,"Trains, motor coaches, buses and trolley buses - sum of available data",3.6,ESTAT:SDG_09_50(1.0)
Montenegro,2019,"Trains, motor coaches, buses and trolley buses - sum of available data",3.4,ESTAT:SDG_09_50(1.0)
Montenegro,2020,"Trains, motor coaches, buses and trolley buses - sum of available data",1.4,ESTAT:SDG_09_50(1.0)
Montenegro,2021,"Trains, motor coaches, buses and trolley buses - sum of available data",1.5,ESTAT:SDG_09_50(1.0)
Montenegro,2022,"Trains, motor coaches, buses and trolley buses - sum of available data",2.0,ESTAT:SDG_09_50(1.0)
North Macedonia,2000,"Trains, motor coaches, buses and trolley buses - sum of available data",15.5,ESTAT:SDG_09_50(1.0)
North Macedonia,2001,"Trains, motor coaches, buses and trolley buses - sum of available data",17.0,ESTAT:SDG_09_50(1.0)
North Macedonia,2002,"Trains, motor coaches, buses and trolley buses - sum of available data",18.7,ESTAT:SDG_09_50(1.0)
North Macedonia,2003,"Trains, motor coaches, buses and trolley buses - sum of available data",25.3,ESTAT:SDG_09_50(1.0)
North Macedonia,2004,"Trains, motor coaches, buses and trolley buses - sum of available data",21.5,ESTAT:SDG_09_50(1.0)
North Macedonia,2005,"Trains, motor coaches, buses and trolley buses - sum of available data",20.8,ESTAT:SDG_09_50(1.0)
North Macedonia,2006,"Trains, motor coaches, buses and trolley buses - sum of available data",19.6,ESTAT:SDG_09_50(1.0)
North Macedonia,2007,"Trains, motor coaches, buses and trolley buses - sum of available data",22.2,ESTAT:SDG_09_50(1.0)
North Macedonia,2008,"Trains, motor coaches, buses and trolley buses - sum of available data",24.8,ESTAT:SDG_09_50(1.0)
North Macedonia,2009,"Trains, motor coaches, buses and trolley buses - sum of available data",24.4,ESTAT:SDG_09_50(1.0)
North Macedonia,2010,"Trains, motor coaches, buses and trolley buses - sum of available data",25.4,ESTAT:SDG_09_50(1.0)
North Macedonia,2011,"Trains, motor coaches, buses and trolley buses - sum of available data",25.1,ESTAT:SDG_09_50(1.0)
North Macedonia,2012,"Trains, motor coaches, buses and trolley buses - sum of available data",22.7,ESTAT:SDG_09_50(1.0)
North Macedonia,2013,"Trains, motor coaches, buses and trolley buses - sum of available data",29.4,ESTAT:SDG_09_50(1.0)
North Macedonia,2014,"Trains, motor coaches, buses and trolley buses - sum of available data",27.4,ESTAT:SDG_09_50(1.0)
North Macedonia,2015,"Trains, motor coaches, buses and trolley buses - sum of available data",26.0,ESTAT:SDG_09_50(1.0)
North Macedonia,2016,"Trains, motor coaches, buses and trolley buses - sum of available data",23.0,ESTAT:SDG_09_50(1.0)
North Macedonia,2017,"Trains, motor coaches, buses and trolley buses - sum of available data",22.8,ESTAT:SDG_09_50(1.0)
North Macedonia,2018,"Trains, motor coaches, buses and trolley buses - sum of available data",23.6,ESTAT:SDG_09_50(1.0)
North Macedonia,2019,"Trains, motor coaches, buses and trolley buses - sum of available data",21.4,ESTAT:SDG_09_50(1.0)
North Macedonia,2020,"Trains, motor coaches, buses and trolley buses - sum of available data",6.6,ESTAT:SDG_09_50(1.0)
North Macedonia,2021,"Trains, motor coaches, buses and trolley buses - sum of available data",5.7,ESTAT:SDG_09_50(1.0)
North Macedonia,2022,"Trains, motor coaches, buses and trolley buses - sum of available data",9.0,ESTAT:SDG_09_50(1.0)
Malta,2000,"Trains, motor coaches, buses and trolley buses - sum of available data",20.4,ESTAT:SDG_09_50(1.0)
Malta,2001,"Trains, motor coaches, buses and trolley buses - sum of available data",20.7,ESTAT:SDG_09_50(1.0)
Malta,2002,"Trains, motor coaches, buses and trolley buses - sum of available data",20.6,ESTAT:SDG_09_50(1.0)
Malta,2003,"Trains, motor coaches, buses and trolley buses - sum of available data",20.5,ESTAT:SDG_09_50(1.0)
Malta,2004,"Trains, motor coaches, buses and trolley buses - sum of available data",20.4,ESTAT:SDG_09_50(1.0)
Malta,2005,"Trains, motor coaches, buses and trolley buses - sum of available data",19.7,ESTAT:SDG_09_50(1.0)
Malta,2006,"Trains, motor coaches, buses and trolley buses - sum of available data",19.6,ESTAT:SDG_09_50(1.0)
Malta,2007,"Trains, motor coaches, buses and trolley buses - sum of available data",19.4,ESTAT:SDG_09_50(1.0)
Malta,2008,"Trains, motor coaches, buses and trolley buses - sum of available data",19.2,ESTAT:SDG_09_50(1.0)
Malta,2009,"Trains, motor coaches, buses and trolley buses - sum of available data",18.1,ESTAT:SDG_09_50(1.0)
Malta,2010,"Trains, motor coaches, buses and trolley buses - sum of available data",18.5,ESTAT:SDG_09_50(1.0)
Malta,2011,"Trains, motor coaches, buses and trolley buses - sum of available data",17.6,ESTAT:SDG_09_50(1.0)
Malta,2012,"Trains, motor coaches, buses and trolley buses - sum of available data",17.5,ESTAT:SDG_09_50(1.0)
Malta,2013,"Trains, motor coaches, buses and trolley buses - sum of available data",17.0,ESTAT:SDG_09_50(1.0)
Malta,2014,"Trains, motor coaches, buses and trolley buses - sum of available data",16.9,ESTAT:SDG_09_50(1.0)
Malta,2015,"Trains, motor coaches, buses and trolley buses - sum of available data",17.7,ESTAT:SDG_09_50(1.0)
Malta,2016,"Trains, motor coaches, buses and trolley buses - sum of available data",17.4,ESTAT:SDG_09_50(1.0)
Malta,2017,"Trains, motor coaches, buses and trolley buses - sum of available data",17.5,ESTAT:SDG_09_50(1.0)
Malta,2018,"Trains, motor coaches, buses and trolley buses - sum of available data",17.5,ESTAT:SDG_09_50(1.0)
Malta,2019,"Trains, motor coaches, buses and trolley buses - sum of available data",18.2,ESTAT:SDG_09_50(1.0)
Malta,2020,"Trains, motor coaches, buses and trolley buses - sum of available data",13.8,ESTAT:SDG_09_50(1.0)
Malta,2021,"Trains, motor coaches, buses and trolley buses - sum of available data",14.1,ESTAT:SDG_09_50(1.0)
Malta,2022,"Trains, motor coaches, buses and trolley buses - sum of available data",17.1,ESTAT:SDG_09_50(1.0)
Netherlands,2000,"Trains, motor coaches, buses and trolley buses - sum of available data",14.0,ESTAT:SDG_09_50(1.0)
Netherlands,2001,"Trains, motor coaches, buses and trolley buses - sum of available data",14.1,ESTAT:SDG_09_50(1.0)
Netherlands,2002,"Trains, motor coaches, buses and trolley buses - sum of available data",13.6,ESTAT:SDG_09_50(1.0)
Netherlands,2003,"Trains, motor coaches, buses and trolley buses - sum of available data",12.6,ESTAT:SDG_09_50(1.0)
Netherlands,2004,"Trains, motor coaches, buses and trolley buses - sum of available data",12.3,ESTAT:SDG_09_50(1.0)
Netherlands,2005,"Trains, motor coaches, buses and trolley buses - sum of available data",12.7,ESTAT:SDG_09_50(1.0)
Netherlands,2006,"Trains, motor coaches, buses and trolley buses - sum of available data",12.8,ESTAT:SDG_09_50(1.0)
Netherlands,2007,"Trains, motor coaches, buses and trolley buses - sum of available data",12.5,ESTAT:SDG_09_50(1.0)
Netherlands,2008,"Trains, motor coaches, buses and trolley buses - sum of available data",12.7,ESTAT:SDG_09_50(1.0)
Netherlands,2009,"Trains, motor coaches, buses and trolley buses - sum of available data",12.7,ESTAT:SDG_09_50(1.0)
Netherlands,2010,"Trains, motor coaches, buses and trolley buses - sum of available data",13.5,ESTAT:SDG_09_50(1.0)
Netherlands,2011,"Trains, motor coaches, buses and trolley buses - sum of available data",13.9,ESTAT:SDG_09_50(1.0)
Netherlands,2012,"Trains, motor coaches, buses and trolley buses - sum of available data",13.8,ESTAT:SDG_09_50(1.0)
Netherlands,2013,"Trains, motor coaches, buses and trolley buses - sum of available data",14.0,ESTAT:SDG_09_50(1.0)
Netherlands,2014,"Trains, motor coaches, buses and trolley buses - sum of available data",14.5,ESTAT:SDG_09_50(1.0)
Netherlands,2015,"Trains, motor coaches, buses and trolley buses - sum of available data",13.8,ESTAT:SDG_09_50(1.0)
Netherlands,2016,"Trains, motor coaches, buses and trolley buses - sum of available data",14.0,ESTAT:SDG_09_50(1.0)
Netherlands,2017,"Trains, motor coaches, buses and trolley buses - sum of available data",14.3,ESTAT:SDG_09_50(1.0)
Netherlands,2018,"Trains, motor coaches, buses and trolley buses - sum of available data",14.4,ESTAT:SDG_09_50(1.0)
Netherlands,2019,"Trains, motor coaches, buses and trolley buses - sum of available data",14.4,ESTAT:SDG_09_50(1.0)
Netherlands,2020,"Trains, motor coaches, buses and trolley buses - sum of available data",9.9,ESTAT:SDG_09_50(1.0)
Netherlands,2021,"Trains, motor coaches, buses and trolley buses - sum of available data",10.6,ESTAT:SDG_09_50(1.0)
Netherlands,2022,"Trains, motor coaches, buses and trolley buses - sum of available data",14.5,ESTAT:SDG_09_50(1.0)
Norway,2000,"Trains, motor coaches, buses and trolley buses - sum of available data",13.1,ESTAT:SDG_09_50(1.0)
Norway,2001,"Trains, motor coaches, buses and trolley buses - sum of available data",11.5,ESTAT:SDG_09_50(1.0)
Norway,2002,"Trains, motor coaches, buses and trolley buses - sum of available data",11.0,ESTAT:SDG_09_50(1.0)
Norway,2003,"Trains, motor coaches, buses and trolley buses - sum of available data",10.6,ESTAT:SDG_09_50(1.0)
Norway,2004,"Trains, motor coaches, buses and trolley buses - sum of available data",11.5,ESTAT:SDG_09_50(1.0)
Norway,2005,"Trains, motor coaches, buses and trolley buses - sum of available data",11.5,ESTAT:SDG_09_50(1.0)
Norway,2006,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4,ESTAT:SDG_09_50(1.0)
Norway,2007,"Trains, motor coaches, buses and trolley buses - sum of available data",11.3,ESTAT:SDG_09_50(1.0)
Norway,2008,"Trains, motor coaches, buses and trolley buses - sum of available data",11.5,ESTAT:SDG_09_50(1.0)
Norway,2009,"Trains, motor coaches, buses and trolley buses - sum of available data",11.4,ESTAT:SDG_09_50(1.0)
Norway,2010,"Trains, motor coaches, buses and trolley buses - sum of available data",11.7,ESTAT:SDG_09_50(1.0)
Norway,2011,"Trains, motor coaches, buses and trolley buses - sum of available data",11.6,ESTAT:SDG_09_50(1.0)
Norway,2012,"Trains, motor coaches, buses and trolley buses - sum of available data",10.2,ESTAT:SDG_09_50(1.0)
Norway,2013,"Trains, motor coaches, buses and trolley buses - sum of available data",10.2,ESTAT:SDG_09_50(1.0)
Norway,2014,"Trains, motor coaches, buses and trolley buses - sum of available data",10.2,ESTAT:SDG_09_50(1.0)
Norway,2015,"Trains, motor coaches, buses and trolley buses - sum of available data",10.6,ESTAT:SDG_09_50(1.0)
Norway,2016,"Trains, motor coaches, buses and trolley buses - sum of available data",10.9,ESTAT:SDG_09_50(1.0)
Norway,2017,"Trains, motor coaches, buses and trolley buses - sum of available data",11.9,ESTAT:SDG_09_50(1.0)
Norway,2018,"Trains, motor coaches, buses and trolley buses - sum of available data",12.2,ESTAT:SDG_09_50(1.0)
Norway,2019,"Trains, motor coaches, buses and trolley buses - sum of available data",12.4,ESTAT:SDG_09_50(1.0)
Norway,2020,"Trains, motor coaches, buses and trolley buses - sum of available data",7.9,ESTAT:SDG_09_50(1.0)
Norway,2021,"Trains, motor coaches, buses and trolley buses - sum of available data",7.7,ESTAT:SDG_09_50(1.0)
Norway,2022,"Trains, motor coaches, buses and trolley buses - sum of available data",9.7,ESTAT:SDG_09_50(1.0)
Poland,2000,"Trains, motor coaches, buses and trolley buses - sum of available data",27.2,ESTAT:SDG_09_50(1.0)
Poland,2001,"Trains, motor coaches, buses and trolley buses - sum of available data",25.3,ESTAT:SDG_09_50(1.0)
Poland,2002,"Trains, motor coaches, buses and trolley buses - sum of available data",23.0,ESTAT:SDG_09_50(1.0)
