country,year,unit9,vehicle,bus_train
Norway,2015,Percentage,Trains,4.9
Norway,2016,Percentage,Trains,5.0
Norway,2017,Percentage,Trains,5.5
Norway,2018,Percentage,Trains,5.7
Norway,2019,Percentage,Trains,5.6
Norway,2020,Percentage,Trains,3.1
Norway,2021,Percentage,Trains,2.9
Norway,2022,Percentage,Trains,4.7
Poland,2000,Percentage,Trains,11.7
Poland,2001,Percentage,Trains,10.6
Poland,2002,Percentage,Trains,9.5
Poland,2003,Percentage,Trains,8.8
Poland,2004,Percentage,Trains,8.5
Poland,2005,Percentage,Trains,8.2
Poland,2006,Percentage,Trains,6.9
Poland,2007,Percentage,Trains,9.3
Poland,2008,Percentage,Trains,6.2
Poland,2009,Percentage,Trains,5.2
Poland,2010,Percentage,Trains,7.1
Poland,2011,Percentage,Trains,6.9
Poland,2012,Percentage,Trains,7.2
Poland,2013,Percentage,Trains,6.7
Poland,2014,Percentage,Trains,6.3
Poland,2015,Percentage,Trains,6.7
Poland,2016,Percentage,Trains,7.1
Poland,2017,Percentage,Trains,7.3
Poland,2018,Percentage,Trains,7.4
Poland,2019,Percentage,Trains,7.6
Poland,2020,Percentage,Trains,4.9
Poland,2021,Percentage,Trains,5.9
Poland,2022,Percentage,Trains,8.3
Portugal,2000,Percentage,Trains,4.6
Portugal,2001,Percentage,Trains,4.5
Portugal,2002,Percentage,Trains,4.3
Portugal,2003,Percentage,Trains,3.9
Portugal,2004,Percentage,Trains,3.8
Portugal,2005,Percentage,Trains,4.0
Portugal,2006,Percentage,Trains,4.0
Portugal,2007,Percentage,Trains,4.1
Portugal,2008,Percentage,Trains,4.3
Portugal,2009,Percentage,Trains,4.4
Portugal,2010,Percentage,Trains,4.4
Portugal,2011,Percentage,Trains,4.6
Portugal,2012,Percentage,Trains,4.2
Portugal,2013,Percentage,Trains,4.0
Portugal,2014,Percentage,Trains,4.2
Portugal,2015,Percentage,Trains,4.2
Portugal,2016,Percentage,Trains,4.3
Portugal,2017,Percentage,Trains,4.4
Portugal,2018,Percentage,Trains,4.3
Portugal,2019,Percentage,Trains,4.6
Portugal,2020,Percentage,Trains,2.8
Portugal,2021,Percentage,Trains,2.9
Portugal,2022,Percentage,Trains,4.0
Romania,2000,Percentage,Trains,16.3
Romania,2001,Percentage,Trains,15.1
Romania,2002,Percentage,Trains,11.9
Romania,2003,Percentage,Trains,11.5
Romania,2004,Percentage,Trains,11.4
Romania,2005,Percentage,Trains,9.9
Romania,2006,Percentage,Trains,9.6
Romania,2007,Percentage,Trains,8.6
Romania,2008,Percentage,Trains,7.1
Romania,2009,Percentage,Trains,6.5
Romania,2010,Percentage,Trains,5.6
Romania,2011,Percentage,Trains,5.3
Romania,2012,Percentage,Trains,4.6
Romania,2013,Percentage,Trains,4.3
Romania,2014,Percentage,Trains,4.6
Romania,2015,Percentage,Trains,4.5
Romania,2016,Percentage,Trains,4.1
Romania,2017,Percentage,Trains,4.5
Romania,2018,Percentage,Trains,4.2
Romania,2019,Percentage,Trains,4.2
Romania,2020,Percentage,Trains,3.1
Romania,2021,Percentage,Trains,3.3
Romania,2022,Percentage,Trains,4.1
Serbia,2010,Percentage,Trains,1.5
Serbia,2011,Percentage,Trains,1.7
Serbia,2012,Percentage,Trains,1.7
Serbia,2013,Percentage,Trains,1.9
Serbia,2014,Percentage,Trains,1.4
Serbia,2015,Percentage,Trains,1.5
Serbia,2016,Percentage,Trains,1.3
Serbia,2017,Percentage,Trains,1.1
Serbia,2018,Percentage,Trains,1.0
Serbia,2019,Percentage,Trains,0.8
Serbia,2020,Percentage,Trains,0.5
Serbia,2021,Percentage,Trains,0.6
Serbia,2022,Percentage,Trains,1.1
Sweden,2000,Percentage,Trains,7.5
Sweden,2001,Percentage,Trains,7.9
Sweden,2002,Percentage,Trains,7.8
Sweden,2003,Percentage,Trains,7.7
Sweden,2004,Percentage,Trains,7.5
Sweden,2005,Percentage,Trains,7.7
Sweden,2006,Percentage,Trains,8.3
Sweden,2007,Percentage,Trains,8.7
Sweden,2008,Percentage,Trains,9.4
Sweden,2009,Percentage,Trains,9.5
Sweden,2010,Percentage,Trains,9.4
Sweden,2011,Percentage,Trains,8.7
Sweden,2012,Percentage,Trains,9.1
Sweden,2013,Percentage,Trains,9.1
Sweden,2014,Percentage,Trains,9.2
Sweden,2015,Percentage,Trains,9.5
Sweden,2016,Percentage,Trains,11.0
Sweden,2017,Percentage,Trains,11.2
Sweden,2018,Percentage,Trains,11.3
Sweden,2019,Percentage,Trains,12.2
Sweden,2020,Percentage,Trains,7.6
Sweden,2021,Percentage,Trains,7.5
Sweden,2022,Percentage,Trains,11.0
Slovenia,2000,Percentage,Trains,2.9
Slovenia,2001,Percentage,Trains,2.9
Slovenia,2002,Percentage,Trains,3.0
Slovenia,2003,Percentage,Trains,3.0
Slovenia,2004,Percentage,Trains,2.7
Slovenia,2005,Percentage,Trains,2.7
Slovenia,2006,Percentage,Trains,2.7
Slovenia,2007,Percentage,Trains,2.6
Slovenia,2008,Percentage,Trains,2.7
Slovenia,2009,Percentage,Trains,2.6
Slovenia,2010,Percentage,Trains,2.5
Slovenia,2011,Percentage,Trains,2.3
Slovenia,2012,Percentage,Trains,2.3
Slovenia,2013,Percentage,Trains,2.3
Slovenia,2014,Percentage,Trains,2.1
Slovenia,2015,Percentage,Trains,2.1
Slovenia,2016,Percentage,Trains,2.0
Slovenia,2017,Percentage,Trains,1.8
Slovenia,2018,Percentage,Trains,1.8
Slovenia,2019,Percentage,Trains,1.8
Slovenia,2020,Percentage,Trains,1.4
Slovenia,2021,Percentage,Trains,2.1
Slovenia,2022,Percentage,Trains,2.4
Slovakia,2000,Percentage,Trains,7.7
Slovakia,2001,Percentage,Trains,7.5
Slovakia,2002,Percentage,Trains,7.2
Slovakia,2003,Percentage,Trains,6.3
Slovakia,2004,Percentage,Trains,6.0
Slovakia,2005,Percentage,Trains,5.9
Slovakia,2006,Percentage,Trains,5.9
Slovakia,2007,Percentage,Trains,6.0
Slovakia,2008,Percentage,Trains,6.4
Slovakia,2009,Percentage,Trains,6.6
Slovakia,2010,Percentage,Trains,6.7
Slovakia,2011,Percentage,Trains,7.0
Slovakia,2012,Percentage,Trains,7.1
Slovakia,2013,Percentage,Trains,7.2
Slovakia,2014,Percentage,Trains,7.4
Slovakia,2015,Percentage,Trains,9.3
Slovakia,2016,Percentage,Trains,9.3
Slovakia,2017,Percentage,Trains,10.1
Slovakia,2018,Percentage,Trains,10.1
Slovakia,2019,Percentage,Trains,10.5
Slovakia,2020,Percentage,Trains,7.0
Slovakia,2021,Percentage,Trains,6.1
Slovakia,2022,Percentage,Trains,8.8
Türkiye,2000,Percentage,Trains,3.4
Türkiye,2001,Percentage,Trains,3.4
Türkiye,2002,Percentage,Trains,3.1
Türkiye,2003,Percentage,Trains,3.4
Türkiye,2004,Percentage,Trains,2.8
Türkiye,2005,Percentage,Trains,2.6
Türkiye,2006,Percentage,Trains,2.6
Türkiye,2007,Percentage,Trains,2.7
Türkiye,2008,Percentage,Trains,2.4
Türkiye,2009,Percentage,Trains,2.5
Türkiye,2010,Percentage,Trains,2.4
Türkiye,2011,Percentage,Trains,1.6
Türkiye,2012,Percentage,Trains,1.1
Türkiye,2013,Percentage,Trains,1.1
Türkiye,2014,Percentage,Trains,1.2
Türkiye,2015,Percentage,Trains,1.3
Türkiye,2016,Percentage,Trains,1.1
Türkiye,2017,Percentage,Trains,1.2
Türkiye,2018,Percentage,Trains,1.3
Türkiye,2019,Percentage,Trains,1.4
Türkiye,2020,Percentage,Trains,0.5
Türkiye,2021,Percentage,Trains,0.7
Türkiye,2022,Percentage,Trains,1.7
United Kingdom,2000,Percentage,Trains,5.3
United Kingdom,2001,Percentage,Trains,5.3
United Kingdom,2002,Percentage,Trains,5.2
United Kingdom,2003,Percentage,Trains,5.4
United Kingdom,2004,Percentage,Trains,5.7
United Kingdom,2005,Percentage,Trains,5.8
United Kingdom,2006,Percentage,Trains,6.2
United Kingdom,2007,Percentage,Trains,6.6
United Kingdom,2008,Percentage,Trains,7.0
United Kingdom,2009,Percentage,Trains,7.0
United Kingdom,2010,Percentage,Trains,7.5
United Kingdom,2011,Percentage,Trains,7.8
United Kingdom,2012,Percentage,Trains,8.1
United Kingdom,2013,Percentage,Trains,8.3
United Kingdom,2014,Percentage,Trains,8.5
United Kingdom,2015,Percentage,Trains,8.7
United Kingdom,2016,Percentage,Trains,8.8
United Kingdom,2017,Percentage,Trains,8.7
United Kingdom,2018,Percentage,Trains,8.7
United Kingdom,2019,Percentage,Trains,11.8
Austria,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.8
Austria,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.6
Austria,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.6
Austria,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.5
Austria,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.4
Austria,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.3
Austria,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.4
Austria,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.8
Austria,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.4
Austria,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",21.5
Austria,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",21.6
Austria,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.1
Austria,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",21.8
Austria,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.2
Austria,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.1
Austria,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",21.9
Austria,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.0
Austria,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.0
Austria,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",23.0
Austria,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",23.6
Austria,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.9
Austria,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.2
Austria,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.7
Belgium,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.0
Belgium,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.4
Belgium,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.1
Belgium,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.5
Belgium,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.4
Belgium,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.3
Belgium,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.8
Belgium,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.9
Belgium,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",21.6
Belgium,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.6
Belgium,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.8
Belgium,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.5
Belgium,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.4
Belgium,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.2
Belgium,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.0
Belgium,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.5
Belgium,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.1
Belgium,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.0
Belgium,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.3
Belgium,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.6
Belgium,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.0
Belgium,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.4
Belgium,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.5
Bulgaria,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",39.2
Bulgaria,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",38.5
Bulgaria,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",38.8
Bulgaria,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",33.5
Bulgaria,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",30.2
Bulgaria,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",29.1
Bulgaria,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",27.4
Bulgaria,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",26.2
Bulgaria,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",24.9
Bulgaria,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.5
Bulgaria,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.0
Bulgaria,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.4
Bulgaria,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.9
Bulgaria,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.0
Bulgaria,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.7
Bulgaria,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.9
Bulgaria,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.3
Bulgaria,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.2
Bulgaria,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.2
Bulgaria,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.3
Bulgaria,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",10.6
Bulgaria,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",10.1
Bulgaria,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.1
Switzerland,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.9
Switzerland,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.4
Switzerland,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.9
Switzerland,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.2
Switzerland,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.4
Switzerland,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",21.6
Switzerland,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.1
Switzerland,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.6
Switzerland,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.2
Switzerland,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.5
Switzerland,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.7
Switzerland,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",25.2
Switzerland,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",25.0
Switzerland,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",25.0
Switzerland,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",25.4
Switzerland,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",25.6
Switzerland,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",25.7
Switzerland,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",25.5
Switzerland,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",25.2
Switzerland,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",26.1
Switzerland,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",21.8
Switzerland,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.1
Switzerland,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",25.8
Cyprus,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.3
Cyprus,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.5
Cyprus,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.6
Cyprus,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",23.6
Cyprus,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",21.2
Cyprus,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.8
Cyprus,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.4
Cyprus,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.7
Cyprus,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.8
Cyprus,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.6
Cyprus,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.1
Cyprus,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.3
Cyprus,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.7
Cyprus,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.5
Cyprus,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.2
Cyprus,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.7
Cyprus,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.6
Cyprus,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.0
Cyprus,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.9
Cyprus,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.5
Cyprus,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",12.7
Cyprus,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",12.7
Cyprus,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.6
Czechia,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",26.9
Czechia,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",28.2
Czechia,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",26.2
Czechia,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",24.5
Czechia,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",23.4
Czechia,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",24.5
Czechia,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",24.8
Czechia,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",24.3
Czechia,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",24.0
Czechia,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.9
Czechia,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",26.5
Czechia,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",24.7
Czechia,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",25.2
Czechia,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",25.6
Czechia,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",27.2
Czechia,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",25.0
Czechia,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",24.7
Czechia,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",25.3
Czechia,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",25.3
Czechia,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",25.0
Czechia,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.3
Czechia,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.0
Czechia,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.8
Germany,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.8
Germany,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.5
Germany,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.8
Germany,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.9
Germany,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.2
Germany,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.2
Germany,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.4
Germany,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.3
Germany,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.4
Germany,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.0
Germany,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.0
Germany,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.7
Germany,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.8
Germany,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.5
Germany,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.5
Germany,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.6
Germany,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.7
Germany,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.0
Germany,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.1
Germany,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.7
Germany,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.2
Germany,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.2
Germany,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.3
Denmark,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.9
Denmark,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.1
Denmark,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.7
Denmark,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.9
Denmark,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.7
Denmark,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.9
Denmark,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.0
Denmark,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.0
Denmark,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.1
Denmark,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.9
Denmark,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.3
Denmark,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.0
Denmark,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.1
Denmark,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.0
Denmark,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.4
Denmark,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.0
Denmark,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.5
Denmark,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.4
Denmark,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.0
Denmark,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.3
Denmark,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",12.8
Denmark,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",13.1
Denmark,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.2
Estonia,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",30.2
Estonia,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",29.9
Estonia,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",28.3
Estonia,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",26.4
Estonia,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",27.1
Estonia,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.2
Estonia,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.0
Estonia,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.6
Estonia,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.6
Estonia,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.9
Estonia,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.4
Estonia,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",15.9
Estonia,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.4
Estonia,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.1
Estonia,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",16.0
Estonia,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",17.7
Estonia,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.2
Estonia,2017,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.8
Estonia,2018,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.6
Estonia,2019,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.1
Estonia,2020,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",11.8
Estonia,2021,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",10.7
Estonia,2022,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",14.4
Greece,2000,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",27.2
Greece,2001,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",25.7
Greece,2002,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",24.9
Greece,2003,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",23.6
Greece,2004,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",22.5
Greece,2005,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",21.7
Greece,2006,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.8
Greece,2007,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",20.1
Greece,2008,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",19.2
Greece,2009,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.1
Greece,2010,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.4
Greece,2011,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.4
Greece,2012,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.4
Greece,2013,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.7
Greece,2014,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.6
Greece,2015,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.6
Greece,2016,Percentage,"Trains, motor coaches, buses and trolley buses - sum of available data",18.1
